order_id,customer_id,order_date,status,channel,region
4910,2502,2024-05-08,Completed,Partner,East
4911,181,2025-12-27,Completed,Partner,West
4912,1001,2024-10-29,Completed,Partner,North
4913,1546,2024-10-10,Completed,Partner,North
4914,591,2025-10-26,Completed,Mobile,West
4915,2708,2025-01-31,Completed,Web,South
4916,2062,2024-05-16,Completed,Partner,North
4917,622,2026-01-06,Completed,Partner,West
4918,1086,2024-06-01,Cancelled,Web,North
4919,240,2025-06-22,Completed,Partner,West
4920,373,2024-11-16,Completed,Web,West
4921,1070,2024-05-29,Completed,Mobile,North
4922,823,2024-09-15,Completed,Mobile,West
4923,732,2026-01-07,Completed,Mobile,South
4924,2811,2026-06-02,Completed,Web,South
4925,1506,2026-03-21,Completed,Web,North
4926,1589,2025-10-13,Pending,Web,West
4927,762,2026-01-14,Completed,Mobile,South
4928,478,2024-06-17,Completed,Partner,East
4929,2998,2025-07-28,Completed,Mobile,South
4930,2513,2024-03-14,Completed,Partner,South
4931,1404,2026-03-18,Completed,Mobile,North
4932,1556,2025-06-11,Completed,Partner,East
4933,345,2025-07-22,Completed,Mobile,North
4934,1227,2025-04-20,Completed,Mobile,West
4935,4,2026-05-25,Completed,Partner,North
4936,722,2026-06-01,Completed,Web,South
4937,1469,2025-06-26,Cancelled,Web,East
4938,1935,2026-03-25,Completed,Web,West
4939,2358,2025-03-06,Completed,Partner,West
4940,1932,2026-04-22,Completed,Mobile,West
4941,72,2025-11-16,Completed,Mobile,North
4942,2239,2025-02-17,Cancelled,Web,South
4943,139,2026-05-14,Completed,Web,East
4944,408,2026-02-27,Cancelled,Web,South
4945,1469,2024-03-03,Completed,Mobile,East
4946,1271,2025-04-28,Pending,Partner,East
4947,1028,2026-06-23,Completed,Mobile,South
4948,1994,2025-09-20,Completed,Web,East
4949,720,2024-05-06,Completed,Partner,West
4950,477,2024-05-01,Completed,Partner,North
4951,79,2025-05-27,Completed,Mobile,West
4952,1615,2026-06-14,Completed,Mobile,North
4953,916,2025-04-16,Completed,Mobile,East
4954,1250,2025-08-28,Pending,Web,North
4955,968,2024-06-26,Completed,Web,East
4956,353,2026-04-12,Completed,Partner,South
4957,817,2024-05-22,Completed,Mobile,West
4958,912,2024-10-02,Completed,Partner,East
4959,222,2024-01-29,Completed,Mobile,West
4960,2692,2024-04-24,Completed,Web,South
4961,275,2026-06-29,Completed,Partner,West
4962,869,2024-01-08,Cancelled,Partner,West
4963,1227,2024-08-14,Completed,Mobile,West
4964,2284,2025-03-24,Cancelled,Mobile,North
4965,2213,2025-02-25,Completed,Web,South
4966,1766,2024-07-26,Completed,Web,West
4967,1181,2025-08-26,Pending,Partner,North
4968,233,2025-08-25,Completed,Web,West
4969,2996,2026-03-18,Completed,Mobile,North
4970,1805,2026-04-05,Completed,Mobile,South
4971,1290,2025-08-10,Completed,Web,East
4972,107,2024-08-30,Completed,Web,South
4973,1200,2024-06-11,Completed,Mobile,North
4974,1749,2025-12-24,Completed,Partner,South
4975,774,2025-02-17,Completed,Partner,West
4976,2063,2024-01-29,Completed,Web,East
4977,2290,2026-03-04,Completed,Web,East
4978,747,2025-01-07,Completed,Partner,North
4979,293,2025-09-23,Completed,Mobile,East
4980,2587,2024-09-10,Pending,Partner,East
4981,963,2024-05-31,Completed,Mobile,East
4982,2679,2025-03-05,Completed,Web,North
4983,1943,2024-05-29,Completed,Web,East
4984,1605,2026-04-01,Completed,Mobile,East
4985,2314,2026-01-26,Completed,Web,West
4986,218,2024-01-09,Completed,Web,North
4987,304,2025-09-21,Completed,Partner,East
4988,2498,2024-11-24,Completed,Web,North
4989,2064,2025-05-25,Completed,Partner,East
4990,2069,2026-08-21,Completed,Partner,East
4991,1239,2024-03-11,Pending,Web,North
4992,2760,2026-08-06,Completed,Web,South
4993,572,2024-02-13,Completed,Web,West
4994,1262,2026-02-10,Completed,Mobile,East
4995,2560,2025-07-07,Completed,Mobile,East
4996,2598,2025-01-02,Completed,Web,North
4997,1189,2025-04-13,Completed,Partner,East
4998,1012,2025-03-16,Completed,Mobile,West
4999,502,2024-08-11,Completed,Partner,South
5000,610,2025-02-06,Cancelled,Mobile,North
5001,225,2025-04-02,Completed,Mobile,East
5002,2684,2026-04-20,Completed,Mobile,West
5003,867,2025-07-31,Completed,Mobile,South
5004,309,2024-04-29,Completed,Mobile,South
5005,2611,2024-12-05,Completed,Web,South
5006,171,2024-02-27,Cancelled,Partner,South
5007,2348,2025-04-08,Pending,Web,East
5008,2178,2025-01-10,Completed,Mobile,East
5009,539,2026-04-16,Completed,Web,West
5010,927,2024-08-15,Completed,Partner,North
5011,2749,2025-08-23,Completed,Partner,West
5012,2847,2024-04-29,Completed,Web,North
5013,2766,2025-03-19,Completed,Partner,North
5014,2476,2024-02-07,Completed,Web,North
5015,440,2024-11-14,Completed,Partner,East
5016,871,2024-12-27,Completed,Mobile,East
5017,1124,2025-02-20,Completed,Mobile,East
5018,2586,2024-10-01,Completed,Web,North
5019,1713,2026-06-27,Completed,Partner,West
5020,1648,2026-08-24,Completed,Mobile,South
5021,293,2024-09-15,Completed,Web,East
5022,2192,2024-04-24,Completed,Partner,South
5023,720,2025-01-11,Completed,Mobile,West
5024,2003,2026-02-12,Completed,Web,North
5025,2504,2024-05-24,Completed,Mobile,East
5026,1784,2025-03-20,Completed,Mobile,South
5027,26,2024-01-24,Completed,Mobile,West
5028,2613,2025-03-05,Completed,Web,North
5029,67,2024-11-13,Completed,Web,East
5030,2244,2025-03-12,Completed,Mobile,West
5031,2094,2025-04-02,Completed,Mobile,South
5032,2137,2024-08-23,Cancelled,Web,West
5033,96,2024-03-15,Completed,Web,West
5034,2946,2025-10-03,Completed,Partner,North
5035,809,2025-05-12,Completed,Web,West
5036,2304,2025-07-09,Completed,Mobile,South
5037,1903,2025-04-27,Pending,Web,South
5038,2546,2024-10-01,Completed,Partner,West
5039,1939,2026-02-12,Completed,Mobile,West
5040,1332,2024-07-18,Cancelled,Web,West
5041,2097,2024-11-10,Completed,Partner,North
5042,1644,2024-11-10,Pending,Web,North
5043,2173,2024-03-18,Cancelled,Mobile,East
5044,2435,2025-08-16,Completed,Mobile,West
5045,1726,2026-06-25,Completed,Partner,East
5046,496,2024-01-25,Pending,Partner,North
5047,2491,2024-03-30,Cancelled,Partner,East
5048,2456,2026-08-15,Completed,Partner,South
5049,581,2024-10-11,Completed,Mobile,South
5050,769,2025-06-13,Completed,Mobile,West
5051,2834,2026-08-04,Completed,Web,East
5052,1916,2025-02-08,Completed,Mobile,East
5053,839,2026-08-20,Completed,Mobile,West
5054,1511,2026-04-02,Completed,Mobile,West
5055,2824,2026-08-07,Completed,Web,West
5056,512,2025-12-05,Completed,Partner,East
5057,1391,2025-07-21,Completed,Mobile,East
5058,122,2026-07-20,Completed,Partner,West
5059,1089,2026-07-30,Completed,Web,North
5060,2737,2024-09-22,Completed,Mobile,North
5061,610,2024-02-02,Completed,Partner,North
5062,2065,2024-02-12,Completed,Web,West
5063,1511,2025-09-26,Completed,Web,West
5064,1514,2024-04-18,Completed,Partner,West
5065,2778,2024-03-18,Completed,Web,East
5066,801,2024-11-10,Completed,Web,North
5067,480,2026-01-09,Completed,Mobile,West
5068,2559,2025-04-05,Completed,Partner,East
5069,1430,2024-10-15,Completed,Mobile,East
5070,2421,2025-01-27,Pending,Partner,North
5071,1070,2024-03-12,Completed,Partner,North
5072,767,2026-06-26,Completed,Partner,South
5073,1749,2025-12-24,Completed,Mobile,South
5074,144,2026-02-20,Completed,Mobile,West
5075,1803,2024-09-11,Completed,Mobile,South
5076,929,2025-01-27,Completed,Mobile,East
5077,1126,2025-02-03,Completed,Mobile,West
5078,806,2024-09-23,Completed,Partner,North
5079,1728,2024-02-12,Completed,Mobile,East
5080,2987,2025-11-06,Completed,Web,South
5081,226,2026-07-31,Completed,Partner,East
5082,592,2025-12-13,Completed,Partner,West
5083,1948,2025-09-20,Completed,Partner,South
5084,1916,2025-01-14,Completed,Mobile,East
5085,779,2024-11-24,Completed,Partner,East
5086,826,2024-02-01,Completed,Partner,South
5087,2589,2025-10-08,Completed,Web,West
5088,854,2024-08-30,Cancelled,Mobile,East
5089,953,2026-02-19,Completed,Web,West
5090,748,2026-03-26,Cancelled,Mobile,West
5091,814,2026-02-07,Completed,Web,East
5092,1615,2025-10-10,Completed,Mobile,North
5093,1850,2026-06-13,Cancelled,Mobile,East
5094,198,2026-01-15,Completed,Partner,North
5095,148,2025-09-02,Pending,Web,East
5096,285,2025-11-28,Completed,Web,South
5097,949,2024-01-01,Completed,Web,North
5098,279,2024-08-10,Completed,Mobile,East
5099,1272,2024-02-01,Completed,Web,South
5100,2370,2024-10-25,Completed,Web,West
5101,1128,2024-11-04,Completed,Partner,North
5102,668,2024-10-12,Completed,Mobile,North
5103,2976,2026-04-13,Completed,Partner,South
5104,2486,2026-02-13,Completed,Web,South
5105,1190,2026-02-05,Completed,Mobile,East
5106,433,2026-03-12,Cancelled,Mobile,North
5107,642,2024-04-03,Completed,Web,South
5108,2019,2024-08-28,Completed,Partner,North
5109,1112,2025-10-20,Completed,Mobile,North
5110,670,2026-02-11,Completed,Partner,West
5111,1281,2024-07-19,Pending,Mobile,West
5112,1460,2024-03-19,Completed,Mobile,East
5113,2848,2026-01-11,Completed,Mobile,South
5114,2164,2026-05-12,Pending,Partner,West
5115,2237,2025-01-13,Completed,Web,North
5116,2828,2024-02-12,Completed,Web,North
5117,439,2024-12-09,Completed,Mobile,North
5118,769,2024-03-12,Cancelled,Partner,West
5119,2397,2024-10-30,Completed,Mobile,West
5120,1442,2026-02-06,Pending,Web,East
5121,653,2025-11-22,Completed,Mobile,North
5122,944,2025-08-31,Cancelled,Mobile,South
5123,625,2024-05-18,Completed,Mobile,South
5124,1608,2025-02-12,Cancelled,Web,West
5125,473,2025-04-26,Completed,Mobile,East
5126,739,2025-02-01,Completed,Mobile,North
5127,1904,2024-06-02,Cancelled,Web,South
5128,2850,2025-10-06,Pending,Mobile,South
5129,841,2025-06-28,Completed,Web,North
5130,1253,2025-07-10,Completed,Partner,West
5131,2756,2025-12-10,Completed,Mobile,West
5132,1350,2025-08-29,Completed,Web,South
5133,2061,2026-08-20,Completed,Partner,South
5134,1307,2026-03-24,Completed,Mobile,North
5135,1327,2026-01-19,Completed,Web,North
5136,819,2025-10-20,Completed,Partner,West
5137,1413,2025-12-22,Completed,Partner,North
5138,443,2026-04-09,Cancelled,Mobile,North
5139,1338,2025-04-14,Completed,Mobile,West
5140,2518,2025-05-08,Completed,Partner,South
5141,2362,2026-04-08,Completed,Mobile,South
5142,1253,2024-11-11,Completed,Web,West
5143,1770,2024-09-26,Completed,Partner,South
5144,493,2025-07-03,Completed,Partner,South
5145,1538,2026-02-11,Completed,Mobile,South
5146,2361,2025-07-24,Completed,Web,West
5147,2073,2025-04-30,Completed,Mobile,West
5148,2976,2025-08-09,Completed,Partner,South
5149,422,2026-02-11,Completed,Web,South
5150,748,2025-07-02,Completed,Partner,West
5151,1970,2026-04-13,Completed,Web,West
5152,2677,2024-03-21,Completed,Mobile,West
5153,278,2024-01-30,Cancelled,Mobile,North
5154,2260,2026-03-08,Completed,Partner,South
5155,1090,2025-12-05,Cancelled,Mobile,East
5156,299,2025-10-28,Completed,Mobile,East
5157,1632,2024-07-26,Completed,Mobile,East
5158,2717,2024-07-24,Pending,Partner,South
5159,2880,2025-01-25,Cancelled,Web,South
5160,1611,2025-02-05,Completed,Web,South
5161,530,2025-03-12,Completed,Mobile,East
5162,1253,2024-05-13,Completed,Partner,West
5163,1080,2025-01-23,Completed,Partner,South
5164,1599,2026-06-06,Completed,Web,North
5165,414,2025-09-01,Completed,Web,South
5166,1080,2026-06-22,Completed,Mobile,South
5167,967,2024-05-30,Completed,Partner,East
5168,183,2026-03-03,Completed,Mobile,South
5169,2771,2026-05-24,Completed,Mobile,South
5170,339,2025-08-31,Completed,Partner,South
5171,1560,2024-12-09,Completed,Web,East
5172,2090,2024-02-28,Completed,Web,South
5173,2887,2025-11-02,Completed,Mobile,East
5174,2423,2024-03-18,Completed,Mobile,North
5175,1908,2024-07-13,Pending,Partner,South
5176,2394,2025-06-13,Completed,Partner,South
5177,576,2025-09-18,Completed,Partner,West
5178,157,2026-01-11,Completed,Web,North
5179,1454,2025-06-01,Completed,Mobile,West
5180,2755,2024-01-05,Cancelled,Partner,East
5181,1729,2025-04-07,Completed,Partner,East
5182,2674,2026-02-08,Completed,Mobile,South
5183,2620,2025-04-11,Completed,Partner,South
5184,1224,2024-01-24,Completed,Mobile,West
5185,2098,2026-01-10,Completed,Web,South
5186,1252,2026-04-12,Completed,Partner,South
5187,810,2026-02-12,Pending,Partner,East
5188,2853,2025-01-08,Completed,Partner,East
5189,633,2024-03-21,Completed,Partner,West
5190,2053,2026-08-12,Completed,Mobile,North
5191,1092,2024-08-22,Completed,Partner,West
5192,1619,2024-07-15,Completed,Web,West
5193,2426,2024-10-30,Completed,Mobile,West
5194,1929,2025-07-28,Pending,Partner,South
5195,1686,2025-02-17,Completed,Web,West
5196,285,2024-10-10,Completed,Web,South
5197,2151,2024-12-07,Completed,Mobile,West
5198,1998,2024-06-11,Pending,Mobile,South
5199,1805,2025-10-04,Completed,Partner,South
5200,1208,2026-07-08,Completed,Web,West
5201,252,2026-02-05,Completed,Web,West
5202,736,2024-05-01,Completed,Mobile,North
5203,1436,2026-06-02,Completed,Web,North
5204,1026,2026-03-15,Cancelled,Mobile,East
5205,2704,2025-01-13,Completed,Mobile,North
5206,904,2024-01-20,Completed,Mobile,South
5207,541,2026-05-13,Completed,Web,South
5208,2121,2025-08-27,Completed,Mobile,South
5209,134,2025-06-10,Completed,Partner,East
5210,1698,2024-02-14,Completed,Mobile,North
5211,2076,2025-10-11,Completed,Web,North
5212,2592,2024-10-03,Completed,Web,West
5213,199,2026-02-16,Completed,Web,East
5214,1157,2025-07-04,Completed,Mobile,East
5215,2142,2025-09-06,Completed,Partner,West
5216,1467,2024-09-27,Completed,Partner,East
5217,2139,2026-05-14,Completed,Web,East
5218,2304,2026-08-03,Completed,Mobile,South
5219,535,2026-01-24,Completed,Web,North
5220,460,2025-12-18,Completed,Mobile,South
5221,2418,2026-08-08,Completed,Web,North
5222,1368,2024-09-28,Cancelled,Web,South
5223,1630,2025-05-10,Completed,Partner,East
5224,1810,2025-12-15,Completed,Partner,East
5225,1807,2025-09-30,Completed,Mobile,North
5226,522,2024-08-06,Completed,Partner,East
5227,2483,2026-04-06,Completed,Mobile,West
5228,2204,2025-10-27,Completed,Partner,South
5229,1822,2026-06-27,Completed,Web,South
5230,916,2024-11-18,Completed,Mobile,East
5231,410,2024-04-18,Cancelled,Mobile,South
5232,523,2026-07-20,Completed,Web,West
5233,901,2026-01-04,Completed,Web,North
5234,1000,2026-07-26,Completed,Mobile,North
5235,459,2025-07-06,Completed,Web,South
5236,372,2026-05-05,Completed,Mobile,West
5237,1167,2025-09-07,Completed,Web,North
5238,2358,2024-06-07,Completed,Partner,West
5239,1987,2026-01-12,Completed,Mobile,West
5240,1130,2025-02-27,Completed,Web,South
5241,473,2024-05-16,Completed,Mobile,East
5242,2954,2025-03-19,Completed,Web,West
5243,1127,2025-09-10,Completed,Partner,North
5244,1693,2024-04-16,Completed,Mobile,North
5245,1462,2025-01-23,Completed,Partner,South
5246,1935,2024-12-14,Completed,Partner,West
5247,843,2024-06-02,Completed,Web,North
5248,1502,2026-06-06,Cancelled,Web,West
5249,1958,2025-02-23,Completed,Web,East
5250,8,2025-05-09,Completed,Web,North
5251,411,2024-05-03,Completed,Partner,East
5252,1479,2026-07-23,Completed,Partner,East
5253,282,2024-12-22,Completed,Web,West
5254,2905,2024-09-13,Completed,Mobile,East
5255,967,2025-03-25,Completed,Partner,East
5256,602,2026-08-25,Pending,Web,West
5257,1209,2024-07-08,Completed,Mobile,West
5258,1257,2026-03-06,Completed,Web,East
5259,1938,2026-06-13,Completed,Web,North
5260,962,2025-01-11,Pending,Web,East
5261,1349,2025-06-08,Completed,Mobile,North
5262,1802,2026-05-23,Completed,Partner,North
5263,2622,2025-03-16,Completed,Partner,East
5264,2763,2025-06-30,Completed,Mobile,North
5265,1054,2024-06-25,Completed,Partner,East
5266,1643,2025-06-20,Completed,Mobile,South
5267,1525,2026-05-28,Completed,Partner,South
5268,2962,2026-04-16,Completed,Web,East
5269,738,2024-10-06,Completed,Partner,East
5270,1840,2024-03-15,Completed,Partner,North
5271,1492,2026-02-08,Completed,Mobile,East
5272,1213,2024-05-04,Completed,Partner,North
5273,2279,2025-05-16,Completed,Partner,South
5274,1449,2025-01-01,Completed,Web,West
5275,916,2025-11-30,Completed,Partner,East
5276,2109,2026-05-12,Completed,Mobile,East
5277,1797,2024-11-30,Completed,Partner,West
5278,1150,2024-08-10,Completed,Web,West
5279,2899,2024-08-07,Completed,Mobile,East
5280,2466,2026-01-22,Completed,Partner,East
5281,1499,2025-03-11,Cancelled,Web,South
5282,1321,2024-06-13,Completed,Web,West
5283,2690,2025-07-26,Cancelled,Partner,North
5284,2291,2024-11-13,Completed,Partner,East
5285,1979,2026-06-29,Cancelled,Web,West
5286,1114,2025-01-07,Completed,Web,North
5287,2790,2026-05-04,Completed,Partner,West
5288,1180,2024-07-12,Completed,Mobile,North
5289,1687,2025-07-28,Completed,Partner,North
5290,1161,2024-10-02,Completed,Partner,South
5291,2484,2024-01-07,Completed,Partner,North
5292,879,2024-04-07,Completed,Partner,North
5293,676,2024-07-06,Completed,Partner,South
5294,1991,2024-10-25,Completed,Web,South
5295,2372,2026-02-16,Completed,Partner,South
5296,828,2025-06-23,Completed,Web,North
5297,1154,2026-04-20,Completed,Mobile,East
5298,49,2025-08-15,Completed,Mobile,South
5299,2951,2026-02-16,Completed,Mobile,South
5300,113,2025-01-31,Completed,Web,East
5301,1995,2025-01-18,Pending,Web,West
5302,2607,2024-06-14,Completed,Web,West
5303,1674,2026-03-02,Completed,Partner,North
5304,1608,2024-12-22,Cancelled,Mobile,West
5305,1888,2024-10-06,Completed,Web,South
5306,1854,2024-07-22,Completed,Mobile,East
5307,2341,2026-01-12,Completed,Web,West
5308,1044,2025-03-19,Completed,Mobile,East
5309,201,2025-06-20,Completed,Partner,West
5310,2639,2024-07-08,Completed,Web,West
5311,458,2026-08-25,Completed,Partner,East
5312,2398,2026-08-03,Completed,Web,North
5313,2400,2026-04-24,Completed,Web,North
5314,273,2026-06-22,Completed,Web,West
5315,2956,2025-03-04,Completed,Partner,South
5316,2286,2025-03-23,Completed,Mobile,North
5317,1923,2025-11-24,Completed,Mobile,South
5318,1225,2024-07-27,Completed,Partner,North
5319,1555,2026-04-30,Cancelled,Web,West
5320,1823,2024-12-12,Completed,Partner,South
5321,219,2025-03-17,Completed,Mobile,North
5322,2533,2024-04-08,Completed,Mobile,East
5323,1433,2025-09-22,Completed,Web,North
5324,744,2025-08-02,Cancelled,Web,West
5325,520,2025-03-12,Completed,Web,East
5326,1074,2026-05-04,Completed,Web,South
5327,1374,2024-10-16,Completed,Web,North
5328,2218,2024-01-19,Completed,Mobile,East
5329,968,2025-05-14,Completed,Web,East
5330,2220,2026-03-09,Cancelled,Mobile,South
5331,2756,2026-03-17,Completed,Partner,West
5332,1773,2024-05-16,Completed,Mobile,West
5333,2162,2024-05-20,Completed,Mobile,East
5334,1051,2024-12-23,Pending,Mobile,South
5335,2603,2025-05-17,Completed,Web,East
5336,2730,2025-06-05,Completed,Partner,North
5337,1168,2025-07-02,Completed,Partner,North
5338,1361,2026-05-17,Completed,Mobile,South
5339,2118,2024-07-29,Completed,Partner,South
5340,1964,2025-08-06,Completed,Mobile,East
5341,2897,2024-12-13,Completed,Mobile,East
5342,619,2024-02-26,Completed,Web,East
5343,1681,2026-03-07,Pending,Web,North
5344,1454,2024-02-05,Completed,Partner,West
5345,283,2025-12-30,Completed,Mobile,North
5346,644,2024-04-12,Completed,Partner,East
5347,1033,2025-03-05,Completed,Partner,East
5348,372,2025-08-29,Cancelled,Mobile,West
5349,1952,2025-07-03,Completed,Web,East
5350,724,2026-04-20,Completed,Web,South
5351,2011,2026-04-30,Completed,Partner,North
5352,535,2025-04-17,Completed,Partner,North
5353,1672,2025-02-27,Pending,Web,West
5354,1944,2025-11-13,Completed,Partner,South
5355,2139,2025-08-08,Completed,Mobile,East
5356,2337,2025-10-10,Completed,Web,South
5357,753,2024-04-21,Completed,Mobile,West
5358,2910,2025-08-05,Completed,Partner,North
5359,575,2024-05-29,Completed,Mobile,South
5360,2765,2025-07-17,Completed,Partner,South
5361,869,2024-03-25,Pending,Mobile,West
5362,1850,2026-01-21,Completed,Partner,East
5363,1036,2025-12-07,Completed,Web,South
5364,742,2025-02-02,Completed,Partner,North
5365,2714,2025-08-21,Completed,Web,North
5366,2723,2025-01-08,Completed,Web,East
5367,2989,2025-08-29,Completed,Web,South
5368,2499,2024-02-25,Completed,Partner,West
5369,2850,2024-02-22,Completed,Web,South
5370,677,2025-04-28,Completed,Partner,West
5371,1083,2024-11-12,Completed,Web,West
5372,1842,2024-12-31,Completed,Mobile,South
5373,1755,2026-05-14,Completed,Partner,West
5374,1377,2024-06-26,Completed,Partner,West
5375,2394,2025-09-28,Completed,Mobile,South
5376,332,2024-01-09,Completed,Mobile,North
5377,342,2024-01-29,Completed,Mobile,West
5378,31,2024-02-05,Completed,Web,West
5379,2314,2024-08-12,Completed,Mobile,West
5380,2710,2025-07-06,Cancelled,Partner,South
5381,1239,2024-10-11,Completed,Web,North
5382,2900,2026-02-20,Completed,Partner,North
5383,2192,2025-07-08,Completed,Partner,South
5384,299,2025-04-09,Completed,Mobile,East
5385,548,2025-11-12,Completed,Web,South
5386,50,2025-03-27,Completed,Partner,South
5387,1551,2025-03-10,Completed,Mobile,South
5388,540,2025-05-31,Completed,Mobile,South
5389,750,2026-08-03,Completed,Partner,North
5390,1439,2025-11-20,Completed,Mobile,North
5391,1580,2024-09-27,Completed,Web,West
5392,972,2026-02-22,Completed,Web,South
5393,1577,2025-08-19,Pending,Partner,East
5394,2173,2025-08-26,Completed,Partner,East
5395,102,2025-10-04,Completed,Partner,South
5396,1,2024-11-23,Completed,Mobile,South
5397,988,2026-03-22,Completed,Web,North
5398,486,2024-01-29,Completed,Web,South
5399,272,2025-01-20,Completed,Partner,North
5400,240,2025-12-25,Completed,Partner,West
5401,711,2024-04-10,Completed,Web,East
5402,1212,2024-04-29,Completed,Partner,South
5403,2274,2025-08-27,Completed,Partner,South
5404,2776,2026-04-26,Completed,Mobile,South
5405,1674,2024-10-17,Completed,Partner,North
5406,1317,2024-04-03,Completed,Partner,North
5407,1210,2026-03-22,Completed,Mobile,North
5408,868,2025-05-11,Completed,Web,East
5409,520,2025-05-20,Completed,Mobile,East
5410,1021,2026-01-26,Completed,Web,North
5411,1867,2024-08-29,Completed,Mobile,East
5412,1960,2025-09-10,Completed,Partner,East
5413,2949,2025-07-01,Completed,Partner,West
5414,1771,2026-06-22,Completed,Partner,South
5415,928,2025-12-23,Completed,Web,South
5416,840,2026-06-19,Completed,Mobile,West
5417,2442,2025-01-29,Completed,Partner,North
5418,400,2024-03-19,Completed,Web,East
5419,546,2024-05-03,Cancelled,Mobile,East
5420,2046,2026-04-27,Completed,Partner,West
5421,1890,2025-06-16,Completed,Web,East
5422,1832,2024-03-31,Cancelled,Mobile,North
5423,317,2026-07-12,Cancelled,Partner,West
5424,2070,2026-05-22,Completed,Web,East
5425,2079,2025-09-12,Completed,Mobile,East
5426,2701,2025-03-19,Completed,Partner,West
5427,1976,2024-04-20,Completed,Mobile,South
5428,1237,2026-04-16,Completed,Partner,South
5429,1902,2024-04-03,Completed,Partner,North
5430,1826,2024-06-30,Completed,Partner,East
5431,2298,2026-05-12,Completed,Partner,East
5432,2838,2026-04-09,Completed,Web,South
5433,2452,2024-08-03,Completed,Partner,East
5434,2081,2024-06-09,Completed,Mobile,West
5435,26,2026-05-09,Completed,Mobile,West
5436,12,2026-07-11,Completed,Partner,West
5437,403,2026-01-09,Cancelled,Partner,North
5438,121,2024-01-23,Completed,Mobile,North
5439,506,2025-10-30,Completed,Mobile,West
5440,2146,2025-02-08,Completed,Web,North
5441,2775,2025-01-30,Completed,Mobile,North
5442,1621,2026-03-02,Completed,Mobile,South
5443,1664,2025-10-08,Completed,Mobile,East
5444,35,2026-08-25,Completed,Web,West
5445,1140,2026-08-25,Completed,Mobile,South
5446,2711,2026-04-13,Completed,Web,North
5447,2699,2025-07-15,Completed,Partner,East
5448,125,2025-05-30,Completed,Web,West
5449,1053,2024-03-25,Completed,Partner,South
5450,2209,2026-06-28,Cancelled,Partner,East
5451,648,2025-01-01,Completed,Partner,South
5452,2477,2025-05-24,Completed,Web,South
5453,42,2025-11-13,Completed,Web,West
5454,1196,2024-11-10,Completed,Mobile,South
5455,1071,2024-09-18,Completed,Web,West
5456,172,2024-05-19,Completed,Web,North
5457,28,2024-08-19,Cancelled,Web,East
5458,2727,2026-01-25,Completed,Partner,South
5459,1089,2024-04-02,Completed,Mobile,North
5460,1991,2025-11-30,Completed,Mobile,South
5461,715,2024-09-13,Pending,Web,West
5462,1601,2024-08-01,Pending,Mobile,South
5463,2849,2024-05-16,Cancelled,Web,South
5464,2922,2026-01-04,Completed,Mobile,East
5465,2659,2024-07-18,Completed,Web,East
5466,843,2025-12-02,Completed,Web,North
5467,2965,2025-08-11,Completed,Mobile,East
5468,372,2026-01-22,Completed,Mobile,West
5469,2817,2024-12-21,Completed,Web,East
5470,1472,2026-02-25,Completed,Partner,South
5471,749,2024-11-09,Completed,Mobile,West
5472,2746,2025-03-09,Completed,Web,North
5473,2281,2024-06-23,Completed,Web,South
5474,1961,2024-07-25,Completed,Mobile,East
5475,2951,2024-10-10,Completed,Partner,South
5476,2974,2026-06-10,Completed,Partner,West
5477,1686,2024-04-04,Completed,Partner,West
5478,1413,2025-05-18,Completed,Partner,North
5479,2218,2024-03-20,Completed,Partner,East
5480,132,2025-07-30,Completed,Partner,North
5481,156,2025-08-06,Cancelled,Partner,North
5482,244,2024-03-10,Completed,Web,South
5483,2762,2026-05-20,Completed,Partner,South
5484,1133,2024-02-03,Completed,Mobile,West
5485,1233,2026-03-11,Completed,Web,West
5486,279,2024-12-23,Completed,Partner,East
5487,1776,2026-03-03,Completed,Partner,West
5488,1187,2025-07-20,Completed,Web,North
5489,909,2025-06-17,Completed,Web,South
5490,868,2026-02-07,Completed,Mobile,East
5491,1816,2024-11-03,Completed,Partner,North
5492,2205,2025-04-18,Completed,Partner,North
5493,721,2024-05-15,Completed,Web,South
5494,539,2026-07-02,Completed,Partner,West
5495,1544,2026-02-01,Completed,Web,North
5496,2380,2024-12-16,Cancelled,Partner,South
5497,1824,2025-07-07,Completed,Mobile,North
5498,23,2025-09-05,Completed,Web,East
5499,904,2024-10-08,Completed,Mobile,South
5500,163,2025-12-13,Completed,Partner,East
5501,1589,2024-02-19,Completed,Web,West
5502,2483,2025-10-31,Completed,Mobile,West
5503,2614,2025-09-12,Completed,Partner,South
5504,1500,2026-02-10,Completed,Web,East
5505,2561,2024-08-22,Completed,Web,South
5506,420,2026-02-18,Completed,Mobile,East
5507,395,2025-01-22,Cancelled,Partner,North
5508,588,2024-12-02,Completed,Mobile,North
5509,487,2026-01-10,Completed,Web,South
5510,2706,2024-01-09,Completed,Mobile,North
5511,1666,2025-10-27,Completed,Mobile,East
5512,1765,2025-01-31,Completed,Mobile,North
5513,2152,2024-04-26,Completed,Partner,South
5514,749,2024-10-14,Completed,Web,West
5515,2487,2024-11-01,Completed,Partner,North
5516,2675,2024-11-29,Completed,Partner,South
5517,129,2024-07-24,Completed,Mobile,South
5518,1225,2026-04-05,Completed,Partner,North
5519,2239,2025-08-03,Completed,Partner,South
5520,919,2026-02-21,Completed,Partner,North
5521,1236,2026-04-27,Completed,Web,North
