order_id,product_id,quantity,unit_price,discount
3615,11,5,652.81,0.048
3615,29,5,435.3,0.04
3615,75,5,126.56,0.139
3615,102,2,815.69,0.006
3616,86,5,590.72,0.19
3616,50,1,594.03,0.015
3616,28,5,385.12,0.011
3616,94,4,291.78,0.091
3617,136,1,754.75,0.042
3618,3,4,148.28,0.04
3618,4,4,722.19,0.08
3618,100,4,172.35,0.11
3619,9,4,91.4,0.131
3619,140,5,40.54,0.111
3619,108,1,658.16,0.003
3619,12,3,524.94,0.17
3620,45,3,71.36,0.058
3620,79,5,147.28,0.188
3621,66,4,781.46,0.065
3621,53,1,245.69,0.161
3621,67,2,884.42,0.12
3621,56,2,575.52,0.106
3622,145,3,330.33,0.029
3622,119,3,373.28,0.19
3622,109,3,777.04,0.062
3623,107,4,777.32,0.061
3624,55,1,201.67,0.021
3624,113,3,560.21,0.118
3625,33,3,207.43,0.039
3625,128,1,727.08,0.077
3626,104,2,627.31,0.086
3626,44,1,604.69,0.19
3626,22,2,291.69,0.063
3627,30,2,883.84,0.075
3627,67,2,860.12,0.132
3627,17,3,682.78,0.016
3628,32,2,577.07,0.029
3628,52,2,32.9,0.13
3628,127,4,753.89,0.135
3629,35,5,775.55,0.133
3629,134,2,718.97,0.034
3629,49,4,54.57,0.018
3629,131,1,334.57,0.089
3630,18,1,138.37,0.17
3630,83,4,463.36,0.129
3631,11,5,705.12,0.122
3631,9,3,85.74,0.145
3631,140,5,37.21,0.059
3631,81,1,355.66,0.08
3632,58,1,242.76,0.047
3632,79,3,152.53,0.023
3633,94,4,286.54,0.176
3633,20,5,75.33,0.07
3633,82,2,551.93,0.16
3633,117,5,481.69,0.106
3634,118,1,49.47,0.011
3634,38,3,92.78,0.008
3634,83,2,470.79,0.069
3634,7,5,683.82,0.156
3635,38,1,91.39,0.048
3635,57,1,173.48,0.057
3636,36,1,777.81,0.075
3637,83,3,454.49,0.066
3637,11,2,646.08,0.127
3637,70,5,195.93,0.106
3637,114,4,227.04,0.058
3638,134,1,769.28,0.116
3639,16,3,258.89,0.094
3639,81,1,363.74,0.089
3639,104,1,676.58,0.053
3639,35,2,808.3,0.006
3640,142,4,63.92,0.066
3640,137,5,609.64,0.146
3641,60,5,173.97,0.057
3642,123,3,632.94,0.124
3643,88,4,271.08,0.158
3643,18,1,127.14,0.177
3644,9,5,86.18,0.131
3644,101,2,441.06,0.157
3644,138,3,556.31,0.121
3644,13,5,27.92,0.135
3645,3,1,154.47,0.052
3645,148,2,478.18,0.125
3645,116,5,124.32,0.158
3646,40,2,168.14,0.006
3647,8,1,318.18,0.12
3647,15,1,792.6,0.173
3648,30,2,893.92,0.146
3648,31,1,297.03,0.105
3648,80,3,422.63,0.171
3649,8,1,278.3,0.013
3649,60,3,159.48,0.001
3649,105,5,547.98,0.11
3649,106,1,562.46,0.014
3650,66,1,860.79,0.035
3651,42,5,94.28,0.185
3651,22,2,287.18,0.07
3651,72,3,661.55,0.12
3651,23,1,103.43,0.018
3652,79,2,159.71,0.036
3652,81,2,391.25,0.109
3652,114,4,236.18,0.163
3653,91,4,217.31,0.095
3653,119,2,342.81,0.025
3654,123,3,638.75,0.042
3655,46,3,364.27,0.007
3655,39,3,693.08,0.15
3656,116,1,129.99,0.175
3657,38,4,88.59,0.192
3658,23,4,110.77,0.039
3658,55,1,228.31,0.188
3658,143,4,868.21,0.184
3659,119,1,362.01,0.173
3659,145,2,324.15,0.157
3659,31,2,306.05,0.159
3660,129,3,669.62,0.146
3661,114,3,236.11,0.08
3661,105,2,532.34,0.102
3661,138,2,568.63,0.133
3662,25,2,504.79,0.103
3662,41,1,57.31,0.179
3662,63,2,795.82,0.123
3663,139,3,483.45,0.034
3664,145,2,288.61,0.047
3664,140,4,37.75,0.108
3665,54,4,227.1,0.029
3666,110,2,693.52,0.133
3667,119,1,361.97,0.157
3667,23,1,108.19,0.199
3667,114,4,234.17,0.12
3667,147,1,744.67,0.197
3668,37,5,516.92,0.019
3668,45,5,67.38,0.006
3669,37,4,510.78,0.146
3669,150,1,278.37,0.168
3670,96,4,89.22,0.173
3670,47,2,592.39,0.079
3671,93,5,91.09,0.108
3671,131,1,316.87,0.092
3671,114,2,230.49,0.129
3672,40,1,162.74,0.177
3672,131,3,325.46,0.157
3672,10,1,563.72,0.05
3673,125,5,347.6,0.043
3673,78,4,805.65,0.183
3673,15,1,771.68,0.154
3674,97,3,462.84,0.051
3674,106,3,625.75,0.152
3675,131,3,329.46,0.028
3675,121,1,617.72,0.08
3676,2,3,335.47,0.195
3676,68,3,675.25,0.093
3676,30,2,844.37,0.168
3676,146,4,582.55,0.06
3677,55,5,202.93,0.074
3677,130,1,797.33,0.008
3678,21,1,254.1,0.107
3678,99,5,648.72,0.179
3679,78,1,893.49,0.056
3679,73,3,432.79,0.153
3680,74,4,449.24,0.156
3680,144,5,248.12,0.142
3680,68,2,649.35,0.171
3681,4,1,754.03,0.012
3681,107,2,805.95,0.161
3681,74,5,428.72,0.04
3681,91,5,232.84,0.158
3682,44,5,663.64,0.043
3682,143,3,794.35,0.159
3682,141,5,291.37,0.025
3683,66,2,783.07,0.115
3683,111,1,773.61,0.022
3684,27,2,670.04,0.066
3684,59,2,90.03,0.161
3684,1,5,263.7,0.004
3684,97,3,454.23,0.081
3685,51,1,77.77,0.042
3686,6,2,534.14,0.081
3686,41,5,65.98,0.159
3687,54,1,223.42,0.061
3687,90,2,132.45,0.11
3688,27,3,697.99,0.005
3688,73,5,396.18,0.085
3688,45,2,72.3,0.152
3688,33,3,201.23,0.12
3689,33,2,226.11,0.051
3689,47,2,585.07,0.006
3689,75,5,139.54,0.189
3690,27,4,711.59,0.097
3690,67,4,774.89,0.156
3691,99,5,627.72,0.17
3691,96,2,98.0,0.062
3691,125,4,370.4,0.172
3692,47,5,546.25,0.124
3692,54,3,232.23,0.196
3693,81,1,364.91,0.095
3693,134,3,763.08,0.165
3693,87,5,85.91,0.185
3694,148,1,488.7,0.199
3694,23,2,102.81,0.082
3694,83,1,463.84,0.067
3694,54,3,238.65,0.022
3695,104,4,682.66,0.164
3695,106,3,594.76,0.145
3695,27,3,655.73,0.042
3696,129,4,683.71,0.074
3696,97,1,491.37,0.146
3697,92,4,724.87,0.077
3697,135,1,65.89,0.063
3697,132,5,437.43,0.043
3697,60,1,181.33,0.097
3698,97,2,497.63,0.058
3698,98,2,595.81,0.116
3698,68,3,606.04,0.163
3698,123,5,620.45,0.175
3699,30,2,831.6,0.146
3699,58,3,217.74,0.146
3699,33,2,210.1,0.164
3699,100,2,170.29,0.09
3700,105,3,524.85,0.16
3701,28,4,370.6,0.029
3701,71,5,276.08,0.105
3702,7,1,696.5,0.019
3702,36,3,763.91,0.078
3702,94,5,263.65,0.048
3703,73,5,406.85,0.19
3703,41,1,65.62,0.142
3703,25,5,472.15,0.139
3704,8,5,303.63,0.167
3705,65,5,783.03,0.169
3705,105,4,541.15,0.176
3705,25,3,477.24,0.047
3705,96,1,86.81,0.082
3706,76,5,794.64,0.094
3706,6,2,524.32,0.002
3707,130,4,799.63,0.172
3707,41,3,58.6,0.124
3707,95,2,577.64,0.029
3707,119,3,349.36,0.12
3708,28,3,413.26,0.041
3708,130,4,821.8,0.032
3708,8,1,318.26,0.002
3708,141,3,320.86,0.125
3709,104,1,701.31,0.166
3709,54,4,209.05,0.146
3709,25,5,499.39,0.054
3709,81,3,399.99,0.132
3710,86,4,598.77,0.086
3710,31,1,307.61,0.01
3711,65,3,877.72,0.019
3712,74,1,410.48,0.153
3713,126,3,149.12,0.109
3714,30,1,818.08,0.176
3714,98,5,553.93,0.01
3715,146,3,515.7,0.023
3716,145,2,330.71,0.149
3716,141,1,289.05,0.165
3716,128,3,784.65,0.121
3717,128,1,722.5,0.199
3718,137,5,620.94,0.005
3719,137,2,578.43,0.126
3719,8,2,302.52,0.024
3720,56,5,615.46,0.093
3720,78,2,811.82,0.167
3720,68,5,679.36,0.18
3721,34,2,87.78,0.157
3721,4,1,676.14,0.082
3721,117,1,521.48,0.046
3721,11,2,673.66,0.003
3722,112,3,702.61,0.139
3722,49,3,60.14,0.055
3723,102,1,741.52,0.033
3724,96,3,91.15,0.051
3724,13,3,31.09,0.019
3724,55,5,229.58,0.123
3725,114,4,239.88,0.106
3725,53,5,245.11,0.04
3725,54,1,212.64,0.091
3726,23,1,100.18,0.114
3726,127,2,752.52,0.115
3726,35,4,778.05,0.105
3727,22,4,266.56,0.058
3727,144,3,255.7,0.126
3727,97,2,494.09,0.026
3728,80,1,417.55,0.052
3728,73,3,443.02,0.106
3728,7,3,742.65,0.194
3729,14,3,141.18,0.083
3729,80,1,435.7,0.088
3729,141,5,298.42,0.154
3729,24,4,688.92,0.137
3730,68,4,629.91,0.014
3730,22,3,277.21,0.2
3730,14,3,129.26,0.092
3731,33,2,234.63,0.12
3732,81,2,390.42,0.049
3733,95,4,567.92,0.162
3733,79,2,156.39,0.088
3734,123,3,586.87,0.141
3735,68,2,692.37,0.099
3735,4,3,759.8,0.045
3735,72,2,727.29,0.118
3735,130,1,876.31,0.104
3736,132,3,434.89,0.195
3736,104,4,700.25,0.013
3736,9,3,90.95,0.054
3736,150,4,261.11,0.057
3737,118,5,45.62,0.139
3737,139,1,458.53,0.141
3738,121,1,640.74,0.09
3738,65,5,821.42,0.181
3738,33,4,221.72,0.068
3738,21,2,258.61,0.094
3739,28,3,400.38,0.189
3740,83,1,440.17,0.192
3740,81,2,367.16,0.01
3741,71,4,293.81,0.043
3741,57,4,160.64,0.01
3742,74,1,426.53,0.116
3742,50,3,661.23,0.19
3743,12,2,524.27,0.15
3743,96,4,88.42,0.193
3744,3,4,146.04,0.131
3744,23,2,112.85,0.036
3744,64,3,347.94,0.11
3745,70,3,173.5,0.191
3745,51,1,81.61,0.178
3745,95,3,550.31,0.131
3745,49,3,57.52,0.098
3746,102,5,859.56,0.056
3746,61,5,106.66,0.148
3746,11,2,663.6,0.193
3746,48,5,640.67,0.137
3747,94,3,266.7,0.143
3747,86,5,554.05,0.004
3748,29,3,457.11,0.049
3749,47,5,572.9,0.086
3750,102,3,803.95,0.114
3751,27,5,689.04,0.2
3752,101,1,414.38,0.111
3752,20,5,75.46,0.077
3753,46,5,366.65,0.161
3753,93,1,94.81,0.105
3753,127,5,737.85,0.05
3754,3,2,141.31,0.126
3754,139,4,464.83,0.03
3754,121,1,621.26,0.065
3755,143,1,829.0,0.122
3755,67,1,849.49,0.197
3755,72,1,750.84,0.162
3756,86,3,632.81,0.127
3756,91,5,236.32,0.073
3756,142,4,63.61,0.094
3757,60,5,163.09,0.186
3757,113,1,576.16,0.106
3757,121,4,683.06,0.189
3757,25,5,475.35,0.105
3758,49,1,55.81,0.033
3758,44,2,640.22,0.023
3758,78,5,807.99,0.16
3759,56,4,627.67,0.167
3760,101,1,475.16,0.073
3760,75,4,130.13,0.073
3761,122,1,492.17,0.113
3761,98,5,544.63,0.11
3762,105,3,526.89,0.15
3762,36,4,799.48,0.184
3763,77,5,630.77,0.154
3763,16,3,284.9,0.059
3764,106,3,615.72,0.093
3764,140,2,40.2,0.113
3764,120,3,719.76,0.171
3764,143,4,871.23,0.183
3765,122,5,516.15,0.194
3766,150,5,261.02,0.049
3766,17,1,731.35,0.024
3766,127,3,820.2,0.182
3767,11,5,715.86,0.009
3767,128,5,812.72,0.18
3767,138,5,554.97,0.101
3768,100,1,194.85,0.098
3769,136,1,856.86,0.104
3769,115,3,328.34,0.153
3769,29,3,476.07,0.041
3769,120,4,712.36,0.188
3770,144,3,224.33,0.037
3770,28,3,404.34,0.01
3770,139,4,461.36,0.102
3770,14,1,131.11,0.187
3771,51,3,74.51,0.158
3772,53,2,275.58,0.011
3772,75,1,130.08,0.055
3773,58,2,215.48,0.074
3773,5,5,551.05,0.191
3773,53,3,269.38,0.149
3773,124,5,171.75,0.017
3774,131,4,330.47,0.062
3774,78,1,853.72,0.031
3774,89,3,261.47,0.122
3775,27,4,668.85,0.095
3775,24,4,677.89,0.151
3775,19,3,272.51,0.021
3776,104,3,705.41,0.123
3776,19,4,256.07,0.055
3776,131,3,349.32,0.035
3777,94,5,304.78,0.077
3778,3,5,144.23,0.048
3778,109,2,797.66,0.006
3778,31,3,301.52,0.146
3779,129,3,727.56,0.2
3779,148,1,463.92,0.106
3779,24,4,701.1,0.123
3780,40,1,162.63,0.045
3780,9,5,87.47,0.082
3780,1,1,243.9,0.069
3780,89,4,240.76,0.098
3781,97,2,489.42,0.094
3781,124,1,172.38,0.011
3781,145,1,313.41,0.094
3782,135,4,66.98,0.144
3783,147,3,684.74,0.198
3783,83,3,456.79,0.039
3783,102,1,859.39,0.034
3783,110,4,710.72,0.085
3784,9,4,86.88,0.041
3784,35,2,822.43,0.006
3784,105,2,505.94,0.195
3785,19,5,263.12,0.005
3785,84,4,531.68,0.123
3786,111,4,792.82,0.191
3787,107,1,828.22,0.179
3788,63,1,920.94,0.046
3789,48,4,602.37,0.175
3789,87,2,86.42,0.137
3789,24,2,738.37,0.172
3790,84,5,497.71,0.115
3790,105,3,520.37,0.114
3791,37,5,526.5,0.185
3791,25,4,480.59,0.002
3791,106,2,594.87,0.167
3792,22,1,269.4,0.07
3792,119,2,393.01,0.055
3792,148,2,473.91,0.041
3792,29,4,433.31,0.152
3793,18,1,134.61,0.076
3794,114,4,230.46,0.134
3794,139,5,429.3,0.112
3794,130,2,832.63,0.015
3795,96,4,84.77,0.017
3796,46,2,365.0,0.041
3796,111,1,867.92,0.142
3796,148,1,432.77,0.193
3797,68,2,644.36,0.069
3797,35,1,765.0,0.123
3797,93,5,92.46,0.148
3798,96,5,90.86,0.048
3798,78,2,883.99,0.056
3798,33,1,230.02,0.191
3798,119,5,375.45,0.073
3799,13,4,32.24,0.056
3799,85,4,404.77,0.077
3799,134,3,717.61,0.056
3800,40,3,164.46,0.054
3801,136,5,799.72,0.084
3801,89,3,234.02,0.04
3801,95,3,530.53,0.086
3802,17,3,695.02,0.138
3803,86,4,618.6,0.118
3803,131,1,339.96,0.099
3803,11,4,731.51,0.069
3803,57,5,163.7,0.06
3804,99,5,656.98,0.052
3805,129,4,636.54,0.029
3805,122,5,513.9,0.106
3805,27,1,686.76,0.012
3805,40,4,161.28,0.086
3806,120,2,719.67,0.17
3806,95,1,537.76,0.112
3806,109,2,778.96,0.042
3807,32,2,573.05,0.033
3807,141,4,293.23,0.129
3807,12,2,470.17,0.179
3807,96,4,85.64,0.082
3808,83,2,443.5,0.123
3808,133,5,699.76,0.052
3808,13,5,32.2,0.197
3808,84,3,473.95,0.077
3809,105,3,567.13,0.171
3809,80,5,433.99,0.198
3809,1,3,247.69,0.12
3809,16,3,289.48,0.08
3810,40,5,167.5,0.095
3810,33,5,213.89,0.025
3810,4,1,740.15,0.116
3810,7,5,686.34,0.044
3811,149,1,209.82,0.178
3811,83,1,408.7,0.067
3811,98,2,516.67,0.002
3811,50,4,592.64,0.009
3812,113,2,555.1,0.174
3812,62,4,504.53,0.139
3812,19,5,268.53,0.134
3812,40,3,159.83,0.127
3813,92,2,756.14,0.197
3814,24,4,696.88,0.125
3815,107,5,792.15,0.18
3816,19,4,241.05,0.012
3816,130,1,808.16,0.162
3816,123,4,663.16,0.093
3817,118,2,47.76,0.089
3817,16,1,285.27,0.174
3817,91,1,227.35,0.09
3818,138,5,583.97,0.011
3818,27,3,686.44,0.111
3819,9,3,84.49,0.069
3819,69,1,498.83,0.153
3820,74,3,459.09,0.129
3820,99,1,654.68,0.031
3820,86,4,612.22,0.04
3820,136,1,832.46,0.098
3821,13,2,28.95,0.09
3821,1,4,228.16,0.151
3822,12,1,504.37,0.029
3823,120,3,685.0,0.005
3823,125,5,364.96,0.193
3824,148,1,484.38,0.018
3824,27,5,662.62,0.06
3824,130,2,843.21,0.071
3825,137,4,560.69,0.132
3826,144,3,235.19,0.192
3827,24,2,745.13,0.007
3827,145,4,333.6,0.166
3828,87,1,87.06,0.178
3828,83,4,465.88,0.16
3828,85,2,447.02,0.026
3828,141,2,307.38,0.062
3829,142,5,69.34,0.034
3829,112,5,626.63,0.146
3829,34,4,85.75,0.052
3829,80,1,390.26,0.126
3830,36,2,798.44,0.179
3830,130,3,818.81,0.039
3831,88,3,255.2,0.195
3832,133,4,703.75,0.082
3833,133,2,709.14,0.121
3833,102,4,757.81,0.173
3833,48,3,629.95,0.126
3834,90,1,144.05,0.196
3835,122,4,540.53,0.063
3835,107,1,821.45,0.184
3835,67,5,854.93,0.149
3836,1,3,259.67,0.131
3837,58,4,236.53,0.075
3837,13,3,30.5,0.097
3838,93,5,85.36,0.036
3838,50,5,627.68,0.129
3838,35,5,761.72,0.001
3839,4,2,700.0,0.032
3839,41,5,57.64,0.102
3839,140,1,37.6,0.181
3840,56,5,620.95,0.078
3840,64,3,322.25,0.14
3841,24,3,696.3,0.073
3841,19,1,250.04,0.0
3841,39,3,678.52,0.007
3841,53,2,276.53,0.143
3842,99,3,625.4,0.014
3842,77,2,563.79,0.156
3842,23,3,110.79,0.026
3843,82,5,567.46,0.129
3843,43,1,516.05,0.14
3843,90,1,130.65,0.094
3844,59,4,96.72,0.082
3844,139,5,433.82,0.137
3845,16,4,274.58,0.164
3846,18,2,130.66,0.156
3846,122,5,514.7,0.009
3847,142,2,69.2,0.082
3848,66,2,891.64,0.044
3848,21,3,242.49,0.027
3848,121,2,691.86,0.041
3848,111,2,767.79,0.146
3849,39,3,638.69,0.048
3850,112,1,652.89,0.164
3850,132,5,409.81,0.068
3850,8,5,315.42,0.111
3851,70,1,189.25,0.075
3851,101,2,412.98,0.004
3851,14,2,124.68,0.039
3852,74,3,408.86,0.061
3852,148,1,435.84,0.052
3853,61,5,117.59,0.145
3853,64,1,330.92,0.046
3853,34,5,88.11,0.175
3854,100,4,171.51,0.006
3854,54,3,221.67,0.095
3854,147,1,684.81,0.022
3855,59,2,90.6,0.174
3856,6,1,519.1,0.159
3856,72,2,687.49,0.112
3857,137,3,541.54,0.095
3857,104,4,690.06,0.113
3858,103,1,105.01,0.157
3858,10,2,555.88,0.103
3858,36,3,749.98,0.16
3858,71,4,277.93,0.052
3859,52,5,37.15,0.135
3859,150,4,300.21,0.087
3860,51,4,74.5,0.097
3860,145,4,288.62,0.025
3860,125,2,361.93,0.028
3860,38,2,88.03,0.027
3861,142,4,66.2,0.092
3861,17,3,752.15,0.069
3861,48,3,582.52,0.047
3862,18,1,142.87,0.05
3863,146,4,569.06,0.19
3863,136,4,850.29,0.061
3864,26,3,18.84,0.177
3865,30,1,797.16,0.17
3865,35,2,798.14,0.088
3865,40,4,162.24,0.181
3865,71,4,303.75,0.1
3866,74,3,402.09,0.195
3866,137,3,592.66,0.14
3866,24,4,689.48,0.163
3866,119,2,353.27,0.162
3867,10,3,566.66,0.006
3867,31,1,269.79,0.047
3867,41,1,59.57,0.183
3868,67,2,812.24,0.144
3868,107,4,824.84,0.13
3868,124,1,190.24,0.048
3868,18,1,130.16,0.098
3869,112,3,664.92,0.067
3869,90,4,137.94,0.139
3870,32,5,661.76,0.048
3870,48,4,579.97,0.106
3870,49,3,54.05,0.026
3870,148,1,447.61,0.091
3871,69,5,453.02,0.048
3871,12,1,525.26,0.122
3871,33,1,223.1,0.176
3872,45,1,62.72,0.026
3872,132,1,408.65,0.137
3873,58,1,237.5,0.16
3873,113,1,517.52,0.084
3873,2,3,349.7,0.006
3873,16,2,276.79,0.185
3874,8,3,287.56,0.041
3874,13,3,27.64,0.108
3874,47,4,595.5,0.083
3875,103,3,105.9,0.129
3876,127,5,781.25,0.16
3876,92,2,683.88,0.184
3876,137,3,556.6,0.091
3876,97,2,506.07,0.176
3877,93,1,94.21,0.023
3877,61,4,120.13,0.18
3878,140,1,37.17,0.088
3879,15,2,710.18,0.027
3879,101,1,451.08,0.041
3879,104,5,654.89,0.074
3879,105,2,574.91,0.014
3880,115,1,337.29,0.046
3881,106,4,577.73,0.15
3881,40,2,154.2,0.067
3881,24,4,651.63,0.137
3882,133,4,625.77,0.181
3882,15,2,797.99,0.126
3883,30,1,772.01,0.16
3883,11,2,677.81,0.156
3884,28,2,425.08,0.157
3884,112,1,656.46,0.144
3884,91,1,211.13,0.037
3885,133,4,668.33,0.08
3886,53,4,278.22,0.071
3887,26,4,17.92,0.046
3887,66,3,802.01,0.017
3887,115,2,293.41,0.118
3888,13,3,31.35,0.071
3888,149,3,215.15,0.155
3888,64,1,345.83,0.047
3889,111,5,874.85,0.004
3889,103,3,100.57,0.169
3889,89,2,249.27,0.049
3890,5,1,521.43,0.122
3890,85,1,454.32,0.116
3891,114,4,237.73,0.052
3891,53,4,277.91,0.094
3891,34,4,85.37,0.165
3891,26,1,18.55,0.175
3892,143,5,801.46,0.022
3892,48,1,636.29,0.086
3893,138,4,525.0,0.037
3894,136,4,854.36,0.061
3894,109,2,838.87,0.045
3895,70,3,177.19,0.147
3895,106,1,657.41,0.175
3895,71,1,317.5,0.078
3895,150,5,284.53,0.138
3896,138,1,566.46,0.141
3896,120,3,701.2,0.089
3896,42,5,95.48,0.039
3897,69,3,485.59,0.088
3897,55,1,210.09,0.162
3898,92,1,752.89,0.084
3898,5,5,527.33,0.087
3898,26,1,17.44,0.037
3898,127,2,816.46,0.072
3899,136,2,842.25,0.124
3899,47,3,587.78,0.056
3899,17,4,726.82,0.169
3899,93,4,87.27,0.196
3900,57,2,173.03,0.071
3900,116,5,129.92,0.141
3900,140,4,40.69,0.015
3901,78,1,845.88,0.016
3901,55,5,203.79,0.042
3901,14,1,130.05,0.078
3901,39,3,659.83,0.011
3902,11,2,670.22,0.091
3903,119,2,396.73,0.046
3903,61,2,108.07,0.11
3903,138,2,575.48,0.173
3903,45,5,71.28,0.164
3904,97,5,479.94,0.005
3904,71,3,297.56,0.089
3904,14,5,131.18,0.197
3904,87,3,89.67,0.002
3905,85,3,468.6,0.082
3905,24,3,654.79,0.134
3905,99,5,592.6,0.103
3905,130,3,779.36,0.084
3906,13,4,31.84,0.108
3906,38,1,84.08,0.078
3907,97,5,474.74,0.131
3908,79,5,159.34,0.083
3908,89,5,246.36,0.098
3909,46,1,347.12,0.044
3909,114,4,236.45,0.112
3909,127,1,834.07,0.149
3910,139,3,421.38,0.194
3910,147,1,741.35,0.144
3910,99,1,607.43,0.109
3910,7,3,755.65,0.011
3911,52,3,34.65,0.083
3911,138,3,581.12,0.105
3912,42,1,89.29,0.066
3912,149,2,195.29,0.091
3913,2,4,343.12,0.151
3913,41,3,58.58,0.004
3913,74,4,411.04,0.182
3914,1,1,256.37,0.131
3914,6,3,528.87,0.163
3914,17,1,742.29,0.014
3915,46,2,333.31,0.003
3915,47,3,605.26,0.038
3915,56,4,631.72,0.073
3916,140,1,37.2,0.173
3916,78,4,859.18,0.021
3917,6,2,522.09,0.04
3917,135,4,67.01,0.147
3917,132,3,447.67,0.092
3918,47,1,543.89,0.061
3918,114,1,215.19,0.057
3919,49,1,61.94,0.129
3920,91,2,228.62,0.192
3921,138,3,583.85,0.042
3921,107,3,811.69,0.183
3922,14,4,136.99,0.058
3923,2,5,346.84,0.137
3923,53,2,255.47,0.091
3923,89,5,263.45,0.181
3923,140,4,39.72,0.107
3924,87,1,83.71,0.152
3925,64,4,321.53,0.063
3926,83,1,409.65,0.193
3926,140,3,39.17,0.162
3926,111,3,803.35,0.04
3926,100,3,172.36,0.018
3927,26,4,19.27,0.097
3927,102,3,795.43,0.145
3927,149,4,206.74,0.124
3927,73,2,438.33,0.198
3928,12,2,486.17,0.058
3929,104,2,680.61,0.117
3929,50,4,630.55,0.179
3930,82,4,568.85,0.103
3930,97,1,451.48,0.071
3930,27,2,650.27,0.096
3930,73,5,397.05,0.175
3931,61,3,110.9,0.174
3931,22,4,298.74,0.024
3931,115,5,334.02,0.042
3932,113,5,515.74,0.063
3932,138,4,527.59,0.067
3933,20,3,86.15,0.155
3933,51,5,79.72,0.188
3934,20,1,86.62,0.005
3934,31,1,307.46,0.138
3934,129,3,636.47,0.154
3934,77,3,614.09,0.027
3935,10,2,546.19,0.044
3936,103,5,115.58,0.169
3937,115,1,335.63,0.168
3938,56,5,630.19,0.061
3938,92,1,761.61,0.184
3938,51,4,78.74,0.175
3939,113,3,547.82,0.023
3940,135,4,69.66,0.114
3940,127,5,762.22,0.092
3941,129,4,684.07,0.142
3941,96,1,84.87,0.117
3941,71,3,314.69,0.127
3941,70,2,168.99,0.011
3942,10,1,554.49,0.066
3942,44,2,624.21,0.186
3942,33,4,208.38,0.143
3942,52,2,36.69,0.181
3943,29,3,438.46,0.094
3943,31,3,268.91,0.082
3943,135,3,71.77,0.046
3943,92,2,721.58,0.139
3944,104,2,629.15,0.12
3944,77,3,631.58,0.192
3945,125,3,345.83,0.058
3946,75,1,128.5,0.129
3946,82,4,569.83,0.152
3946,3,2,136.66,0.173
3947,7,5,741.2,0.06
3948,6,3,562.13,0.116
3948,48,5,635.67,0.032
3948,78,3,820.73,0.023
3948,130,4,903.2,0.093
3949,71,5,282.41,0.116
3949,43,2,537.6,0.124
3950,68,5,697.91,0.166
3950,18,4,126.68,0.04
3950,103,4,106.49,0.168
3950,86,4,556.0,0.035
3951,126,1,160.21,0.182
3951,119,5,388.14,0.005
3951,62,4,500.31,0.056
3951,147,1,759.2,0.169
3952,45,5,63.64,0.167
3953,121,3,684.01,0.157
3953,56,3,625.92,0.014
3954,26,2,18.57,0.141
3954,83,3,470.85,0.011
3954,92,3,754.56,0.151
3954,133,5,703.24,0.014
3955,14,4,121.64,0.064
3956,115,2,335.17,0.195
3957,75,5,139.03,0.179
3957,71,1,278.03,0.055
3957,43,5,512.01,0.008
3957,100,3,171.47,0.115
3958,121,1,682.8,0.003
3959,81,2,371.62,0.169
3959,50,5,621.33,0.177
3960,31,4,292.14,0.119
3961,82,1,530.77,0.008
3961,132,5,393.15,0.003
3962,4,2,729.99,0.031
3963,148,1,472.01,0.001
3963,137,5,557.85,0.013
3963,13,5,29.21,0.138
3964,69,1,499.13,0.168
3965,54,5,222.81,0.196
3965,56,1,659.12,0.049
3965,138,3,592.49,0.169
3966,44,2,665.82,0.162
3966,43,5,552.36,0.151
3966,124,5,176.65,0.179
3966,120,4,698.74,0.094
3967,14,4,126.63,0.045
3968,8,4,291.98,0.105
3968,108,1,694.99,0.039
3968,112,2,680.84,0.115
3968,140,1,38.59,0.018
3969,80,1,392.38,0.182
3969,47,3,570.85,0.171
3970,93,4,91.68,0.172
3970,59,5,93.41,0.014
3970,30,2,837.77,0.164
3971,134,3,814.47,0.036
3972,115,3,321.99,0.049
3972,98,5,545.96,0.172
3972,44,1,642.46,0.106
3972,30,5,784.13,0.012
3973,66,2,787.72,0.132
3973,127,2,776.37,0.07
3973,88,5,280.19,0.119
3973,112,2,613.75,0.18
3974,120,5,791.36,0.043
3975,5,5,579.2,0.012
3976,10,4,603.02,0.082
3977,103,2,99.88,0.13
3978,61,5,115.94,0.011
3978,79,2,158.34,0.051
3979,135,1,65.78,0.123
3979,66,5,779.27,0.061
3979,100,1,189.31,0.155
3980,131,3,342.66,0.181
3980,38,2,93.23,0.19
3981,73,1,427.18,0.05
3981,65,2,855.76,0.027
3981,29,4,464.22,0.186
3981,129,5,712.06,0.112
3982,114,5,223.74,0.019
3982,111,2,776.76,0.134
3982,11,3,720.82,0.181
3982,38,1,95.93,0.06
3983,61,4,116.09,0.193
3983,127,2,841.23,0.02
3984,85,5,437.39,0.185
3985,136,2,742.66,0.055
3986,89,1,242.41,0.126
3986,120,1,763.81,0.029
3986,108,3,665.04,0.195
3986,48,5,584.22,0.055
3987,4,2,741.15,0.076
3987,142,3,66.83,0.147
3988,88,1,293.13,0.05
3988,91,2,223.23,0.023
3988,1,3,245.64,0.12
3988,143,1,807.22,0.131
3989,86,3,629.76,0.136
3990,99,1,638.19,0.124
3990,57,1,172.93,0.052
3990,129,5,690.84,0.166
