return_id,order_id,return_date,reason,refund_amount
606,12489,2024-05-11,Damaged,3467.02
607,12546,2024-12-14,Late Delivery,2354.26
608,12547,2025-10-20,Late Delivery,3598.18
609,12550,2026-02-05,Wrong Item,1456.12
610,12585,2024-10-15,Wrong Item,1841.21
611,12633,2024-05-16,Late Delivery,1632.02
612,12642,2024-04-13,Wrong Item,2803.65
613,12659,2026-04-07,Wrong Item,289.65
614,12687,2025-05-18,Late Delivery,420.95
615,12697,2024-12-09,Late Delivery,37.56
616,12717,2026-02-05,Damaged,232.92
617,12722,2025-07-06,Changed Mind,894.82
618,12723,2026-03-20,Damaged,3249.78
619,12732,2025-03-04,Damaged,2273.7
620,12741,2025-09-13,Changed Mind,1990.31
621,12769,2025-03-08,Changed Mind,2255.64
622,12774,2025-07-18,Wrong Item,807.5
623,12788,2024-03-04,Late Delivery,705.65
624,12828,2026-05-17,Changed Mind,4848.28
625,12877,2026-01-06,Wrong Item,2019.92
626,12926,2026-01-15,Changed Mind,1339.39
627,12947,2026-07-20,Late Delivery,2981.81
628,12949,2025-05-31,Damaged,1833.65
629,12976,2025-08-09,Wrong Item,856.21
630,12995,2026-02-03,Wrong Item,572.01
631,13006,2025-10-01,Damaged,3223.71
632,13028,2026-09-28,Damaged,6924.6
633,13036,2025-03-07,Wrong Item,258.73
634,13044,2025-04-23,Late Delivery,3423.71
635,13063,2026-07-08,Wrong Item,929.25
636,13090,2024-03-15,Changed Mind,1678.64
637,13096,2024-10-03,Changed Mind,231.38
638,13100,2026-03-26,Damaged,3142.3
639,13105,2026-06-15,Damaged,1530.78
640,13118,2026-03-15,Changed Mind,45.68
641,13142,2026-03-14,Late Delivery,702.55
642,13150,2025-11-04,Changed Mind,4368.04
643,13158,2024-12-22,Damaged,4510.51
644,13179,2024-05-22,Damaged,377.52
645,13223,2024-10-20,Wrong Item,2413.46
646,13270,2026-02-23,Damaged,1129.82
647,13326,2026-02-05,Damaged,1299.94
648,13327,2024-09-12,Changed Mind,3963.11
649,13377,2026-08-17,Wrong Item,436.83
650,13380,2026-05-06,Damaged,1218.07
651,13411,2024-07-31,Wrong Item,1238.79
652,13412,2025-05-27,Damaged,5858.56
653,13451,2026-06-01,Changed Mind,553.46
654,13452,2024-10-04,Changed Mind,8826.99
655,13496,2025-05-05,Wrong Item,342.41
656,13509,2026-03-07,Wrong Item,622.03
657,13513,2025-01-23,Wrong Item,2460.76
658,13519,2024-07-27,Damaged,241.23
659,13531,2025-03-06,Changed Mind,2910.6
660,13549,2024-07-14,Damaged,3054.46
661,13567,2024-04-23,Wrong Item,917.75
662,13587,2024-09-25,Damaged,412.47
663,13590,2024-03-28,Wrong Item,151.58
664,13636,2025-09-09,Damaged,866.67
665,13638,2026-06-25,Late Delivery,660.16
666,13641,2024-01-21,Damaged,1922.46
667,13652,2025-12-02,Late Delivery,3704.6
668,13655,2025-09-25,Late Delivery,1192.46
669,13664,2024-10-16,Wrong Item,1998.5
670,13718,2025-02-03,Late Delivery,5156.63
671,13722,2026-05-25,Wrong Item,2786.52
672,13750,2026-06-15,Late Delivery,1111.57
673,13767,2026-03-29,Changed Mind,2208.25
674,13790,2026-05-11,Late Delivery,569.96
675,13797,2025-03-12,Wrong Item,2947.96
676,13866,2025-08-19,Changed Mind,1164.85
677,13869,2024-10-04,Damaged,1003.39
678,13870,2024-05-09,Wrong Item,1437.99
679,13887,2024-03-05,Damaged,1536.91
680,13902,2026-07-23,Changed Mind,1337.88
681,13920,2026-03-02,Changed Mind,3473.28
682,13922,2025-02-03,Late Delivery,3400.4
683,13930,2025-02-01,Damaged,1473.7
684,13987,2026-05-25,Damaged,497.82
685,14012,2026-05-27,Damaged,117.03
686,14016,2025-04-09,Changed Mind,542.47
687,14051,2024-04-16,Changed Mind,3018.35
688,14060,2025-09-12,Wrong Item,143.83
689,14091,2026-03-07,Damaged,1902.21
690,14150,2026-04-23,Changed Mind,5009.9
691,14152,2025-07-14,Changed Mind,3406.65
692,14161,2024-06-30,Late Delivery,3160.74
693,14166,2025-03-29,Late Delivery,670.9
694,14170,2024-03-12,Late Delivery,67.64
695,14176,2026-04-13,Wrong Item,300.47
696,14199,2025-11-17,Wrong Item,3033.2
697,14215,2024-05-29,Wrong Item,4442.87
698,14239,2024-12-28,Late Delivery,1431.1
699,14279,2026-05-17,Damaged,1887.91
700,14297,2025-09-10,Changed Mind,1080.74
701,14348,2025-01-19,Wrong Item,2559.74
702,14468,2025-12-10,Damaged,3995.98
703,14496,2026-01-14,Changed Mind,3770.08
704,14497,2024-08-11,Wrong Item,6123.06
705,14522,2024-06-12,Damaged,833.88
706,14524,2024-08-19,Damaged,171.51
707,14554,2026-01-09,Changed Mind,638.05
708,14575,2026-07-25,Wrong Item,1098.21
709,14633,2025-07-22,Wrong Item,1533.39
710,14647,2026-01-08,Changed Mind,1124.61
711,14710,2025-04-09,Damaged,727.12
712,14758,2024-03-04,Wrong Item,942.05
713,14773,2024-11-16,Damaged,2097.55
714,14834,2026-05-02,Late Delivery,837.8
715,14883,2025-07-30,Damaged,2036.24
716,14886,2024-10-08,Wrong Item,3257.98
717,14914,2025-03-13,Changed Mind,1779.28
718,14920,2024-12-17,Wrong Item,4343.85
719,14934,2026-07-15,Late Delivery,1846.35
720,14968,2024-02-21,Late Delivery,2656.71
721,14987,2026-07-15,Changed Mind,1318.78
722,14993,2026-06-01,Changed Mind,1245.25
723,15004,2025-12-22,Wrong Item,1805.31
724,15051,2025-08-17,Late Delivery,6156.08
725,15066,2025-02-23,Wrong Item,337.58
726,15135,2024-08-29,Late Delivery,1530.21
727,15142,2024-05-22,Changed Mind,1400.85
728,15168,2025-06-29,Wrong Item,220.57
729,15195,2024-06-14,Late Delivery,144.76
730,15197,2024-09-19,Changed Mind,1004.22
731,15232,2025-08-28,Changed Mind,1054.58
732,15233,2026-08-01,Late Delivery,1795.91
733,15300,2025-04-06,Changed Mind,1040.21
734,15308,2026-03-24,Late Delivery,3404.1
735,15314,2025-11-15,Wrong Item,5584.06
736,15335,2026-02-05,Wrong Item,3594.05
737,15338,2025-05-18,Changed Mind,2658.03
738,15341,2025-05-19,Changed Mind,225.55
739,15369,2025-01-20,Damaged,2243.5
740,15388,2024-03-17,Changed Mind,1995.07
741,15409,2024-09-15,Damaged,1394.29
742,15412,2026-03-10,Late Delivery,658.51
743,15494,2024-10-29,Changed Mind,2574.4
744,15498,2026-01-07,Damaged,2303.46
745,15525,2025-02-13,Wrong Item,2041.83
746,15528,2026-08-05,Damaged,348.58
747,15536,2025-12-24,Damaged,2989.21
748,15550,2026-03-12,Late Delivery,5595.13
749,15554,2024-02-24,Late Delivery,268.26
750,15580,2024-01-26,Late Delivery,4004.15
751,15596,2024-12-12,Wrong Item,3136.8
752,15614,2024-09-30,Changed Mind,5812.62
753,15616,2025-07-28,Wrong Item,4657.64
754,15628,2026-02-26,Late Delivery,698.12
755,15630,2024-03-13,Damaged,1526.16
756,15648,2026-08-09,Late Delivery,2686.07
757,15661,2025-05-26,Damaged,980.55
758,15680,2025-01-15,Damaged,532.27
759,15704,2024-12-24,Late Delivery,3597.59
760,15723,2024-09-28,Changed Mind,2038.73
761,15744,2024-12-16,Changed Mind,98.1
762,15773,2025-01-20,Changed Mind,215.7
763,15815,2024-07-01,Late Delivery,4457.99
764,15818,2024-04-12,Damaged,1538.42
765,15883,2025-11-30,Damaged,665.95
766,15904,2026-02-09,Wrong Item,2863.66
767,15905,2025-04-17,Late Delivery,3953.16
768,15916,2026-01-08,Changed Mind,2138.68
769,15945,2026-04-07,Wrong Item,1430.86
770,15986,2024-10-15,Damaged,3395.89
771,16014,2025-04-17,Late Delivery,1575.82
772,16154,2025-03-04,Wrong Item,624.51
773,16165,2024-07-11,Changed Mind,4214.05
774,16175,2025-04-08,Late Delivery,565.99
775,16183,2024-01-27,Changed Mind,1945.78
776,16195,2024-08-14,Late Delivery,1925.52
777,16197,2024-10-16,Damaged,5803.42
778,16221,2024-12-23,Wrong Item,997.12
779,16307,2026-01-16,Changed Mind,2105.94
780,16321,2024-01-28,Changed Mind,1174.91
781,16330,2025-07-08,Wrong Item,338.63
782,16335,2025-01-23,Changed Mind,919.63
783,16366,2025-05-07,Late Delivery,3008.64
784,16373,2025-04-15,Damaged,797.05
785,16378,2025-09-03,Damaged,5294.14
786,16382,2026-05-25,Changed Mind,3824.81
787,16392,2024-06-13,Changed Mind,1216.09
788,16410,2026-01-09,Changed Mind,134.23
789,16426,2024-09-27,Wrong Item,97.9
790,16430,2024-09-07,Changed Mind,671.52
791,16440,2025-06-25,Wrong Item,29.42
792,16445,2025-01-19,Changed Mind,769.81
793,16464,2026-08-03,Wrong Item,4289.7
794,16465,2026-03-21,Damaged,4071.09
795,16482,2026-07-18,Late Delivery,1256.85
796,16489,2024-12-13,Changed Mind,327.76
797,16586,2025-01-15,Changed Mind,392.17
798,16589,2025-09-06,Wrong Item,1325.85
799,16603,2025-03-22,Changed Mind,844.79
800,16612,2024-11-02,Damaged,2413.84
801,16616,2024-04-10,Late Delivery,929.28
802,16617,2025-12-29,Late Delivery,1285.18
803,16625,2025-11-02,Damaged,1316.13
804,16690,2026-07-30,Wrong Item,209.28
805,16704,2024-04-30,Changed Mind,2169.19
806,16750,2025-01-12,Changed Mind,467.69
807,16762,2025-07-15,Wrong Item,2685.73
808,16791,2025-07-14,Late Delivery,1295.33
809,16813,2024-07-16,Late Delivery,83.45
810,16825,2025-07-29,Wrong Item,4398.43
811,16839,2025-08-24,Changed Mind,2477.63
812,16844,2025-02-12,Late Delivery,1828.15
813,16848,2025-08-09,Wrong Item,3544.95
814,16869,2026-03-07,Changed Mind,2425.35
815,16878,2025-05-06,Wrong Item,902.37
816,16911,2026-04-22,Damaged,5922.62
817,16925,2025-07-18,Wrong Item,2340.2
818,16973,2024-01-18,Damaged,396.17
819,16979,2026-04-23,Changed Mind,149.19
820,17005,2025-11-16,Damaged,2666.9
821,17022,2024-04-03,Damaged,1305.52
822,17028,2024-08-20,Damaged,999.44
823,17059,2025-08-25,Changed Mind,138.13
824,17069,2026-04-05,Wrong Item,1372.91
825,17074,2024-06-30,Damaged,1940.31
826,17078,2025-12-21,Late Delivery,3729.27
827,17084,2026-03-25,Late Delivery,902.69
828,17085,2024-05-31,Damaged,840.9
829,17110,2025-08-21,Changed Mind,5920.61
830,17114,2026-04-09,Damaged,1690.3
831,17120,2025-05-27,Damaged,7942.56
832,17132,2026-03-20,Late Delivery,2198.98
833,17145,2026-08-27,Damaged,2304.19
834,17148,2025-04-07,Changed Mind,1033.17
835,17165,2026-05-06,Late Delivery,1025.9
836,17191,2026-07-24,Late Delivery,157.55
837,17204,2025-04-06,Changed Mind,140.91
838,17234,2026-01-16,Late Delivery,3133.98
839,17238,2025-06-14,Damaged,3461.54
840,17251,2025-10-19,Wrong Item,1839.92
841,17299,2025-03-13,Late Delivery,3087.54
842,17319,2025-01-17,Damaged,240.77
843,17325,2024-12-29,Late Delivery,524.2
844,17356,2026-01-19,Late Delivery,201.08
845,17367,2026-06-13,Late Delivery,5336.77
846,17393,2024-05-06,Damaged,7340.63
847,17401,2025-09-27,Changed Mind,1825.14
848,17409,2024-03-27,Wrong Item,1147.53
849,17440,2024-07-16,Changed Mind,2539.24
850,17456,2024-03-07,Wrong Item,97.63
851,17479,2026-02-07,Late Delivery,1553.66
852,17508,2025-08-28,Changed Mind,958.63
853,17532,2025-11-24,Changed Mind,5647.73
854,17575,2026-07-18,Changed Mind,3758.95
855,17577,2026-06-16,Changed Mind,2058.44
856,17584,2025-10-12,Changed Mind,116.5
857,17688,2026-02-24,Damaged,4091.81
858,17708,2024-02-09,Late Delivery,140.69
859,17749,2025-08-27,Changed Mind,606.03
860,17770,2025-08-07,Changed Mind,4448.2
861,17795,2024-11-23,Wrong Item,262.59
862,17837,2024-08-04,Damaged,1031.63
863,17907,2024-06-08,Changed Mind,750.7
864,17925,2025-05-17,Changed Mind,3208.1
865,17949,2024-12-22,Late Delivery,664.69
866,18043,2026-05-25,Late Delivery,1067.45
867,18067,2026-01-01,Damaged,3963.11
868,18072,2026-08-20,Changed Mind,1864.76
869,18098,2026-08-16,Wrong Item,212.54
870,18109,2025-09-16,Wrong Item,1883.33
871,18121,2024-02-17,Late Delivery,1862.24
872,18126,2026-03-30,Changed Mind,2813.73
873,18157,2025-08-20,Changed Mind,1922.84
874,18161,2026-03-19,Late Delivery,1413.77
875,18175,2024-05-04,Damaged,1906.33
876,18226,2025-03-15,Wrong Item,3143.62
877,18238,2026-03-23,Late Delivery,677.78
878,18250,2025-02-08,Damaged,1149.79
879,18292,2025-11-02,Wrong Item,826.0
880,18302,2024-03-27,Wrong Item,8628.65
881,18372,2024-10-21,Damaged,2398.96
882,18435,2025-12-06,Wrong Item,4076.53
883,18459,2025-11-22,Late Delivery,2605.77
884,18478,2024-02-09,Late Delivery,252.36
885,18505,2024-09-13,Damaged,2768.52
886,18516,2026-01-09,Late Delivery,440.49
887,18542,2024-05-13,Late Delivery,1786.69
888,18591,2025-01-29,Changed Mind,1463.83
889,18598,2025-04-21,Changed Mind,551.97
890,18604,2024-10-11,Damaged,351.92
891,18608,2024-11-27,Late Delivery,1673.47
892,18615,2025-03-25,Wrong Item,2333.85
893,18658,2025-06-30,Wrong Item,671.57
894,18728,2025-07-10,Changed Mind,1781.31
895,18739,2025-03-29,Wrong Item,1362.94
896,18754,2025-04-23,Changed Mind,1090.43
897,18763,2025-11-07,Damaged,956.64
898,18767,2024-08-06,Changed Mind,2290.59
899,18827,2026-02-25,Damaged,1245.08
900,18870,2024-07-03,Changed Mind,8841.48
901,18903,2025-02-07,Late Delivery,1000.56
902,18961,2024-10-24,Damaged,3742.73
903,19005,2024-10-11,Damaged,1580.14
904,19012,2024-07-11,Damaged,3174.6
905,19018,2024-08-11,Damaged,3263.45
906,19041,2025-05-23,Damaged,194.44
907,19073,2024-10-17,Changed Mind,1421.6
908,19104,2024-08-11,Late Delivery,1446.51
909,19117,2026-02-07,Damaged,3649.95
910,19131,2024-03-30,Late Delivery,3320.81
911,19138,2025-12-12,Damaged,3055.84
912,19191,2025-08-10,Changed Mind,1641.36
913,19192,2024-10-11,Changed Mind,3591.44
914,19197,2026-06-23,Wrong Item,3396.39
915,19231,2026-08-31,Damaged,229.58
916,19234,2025-09-01,Damaged,205.44
917,19250,2024-09-08,Wrong Item,4598.77
918,19268,2026-05-01,Damaged,1747.97
919,19276,2025-11-08,Changed Mind,1111.82
920,19278,2025-05-06,Late Delivery,554.56
921,19283,2024-05-21,Late Delivery,2926.65
922,19345,2025-11-24,Wrong Item,1028.98
923,19358,2025-08-15,Late Delivery,2242.47
924,19372,2025-01-17,Wrong Item,5247.63
925,19388,2025-07-07,Damaged,2920.49
926,19398,2026-01-28,Changed Mind,2596.87
927,19423,2024-05-24,Late Delivery,483.45
928,19450,2024-05-17,Late Delivery,4030.95
929,19454,2025-01-08,Late Delivery,4558.98
930,19478,2024-10-22,Late Delivery,407.14
931,19509,2024-12-12,Changed Mind,978.34
932,19521,2025-03-25,Changed Mind,1935.67
933,19553,2024-03-14,Changed Mind,1536.06
934,19555,2024-10-26,Damaged,2238.03
935,19574,2026-05-31,Changed Mind,5731.56
936,19576,2025-05-12,Damaged,5845.03
937,19591,2025-04-12,Wrong Item,4129.79
938,19596,2024-07-14,Changed Mind,3043.64
939,19632,2024-10-28,Wrong Item,1229.76
940,19644,2025-04-30,Changed Mind,2212.14
941,19684,2024-11-10,Late Delivery,567.21
942,19691,2025-04-25,Wrong Item,336.52
943,19693,2025-01-08,Damaged,2910.77
944,19694,2024-10-01,Wrong Item,775.86
945,19705,2026-03-30,Changed Mind,3393.8
946,19734,2026-02-28,Wrong Item,756.23
947,19746,2024-02-29,Damaged,3073.8
948,19747,2026-09-07,Wrong Item,1188.31
949,19758,2024-12-15,Changed Mind,3261.88
950,19779,2024-10-28,Late Delivery,781.38
951,19801,2026-07-27,Late Delivery,3540.74
952,19813,2024-04-02,Wrong Item,6662.29
953,19817,2026-06-30,Changed Mind,950.83
954,19825,2024-08-03,Damaged,2881.36
955,19851,2026-04-25,Wrong Item,6952.9
956,19860,2026-05-17,Wrong Item,4405.64
957,19865,2024-11-04,Late Delivery,2115.59
958,19885,2026-01-10,Changed Mind,850.25
959,19930,2024-11-16,Late Delivery,1110.16
960,19976,2025-02-13,Wrong Item,2444.06
961,19994,2025-10-14,Changed Mind,4160.36
