employee_id,department,level,join_date,location,base_salary,performance_score,left_company
405,HR,Mid,2024-06-12,Bengaluru,1197256.59,2.39,N
406,Sales,Senior,2024-04-01,Mumbai,652751.62,3.46,Y
407,HR,Senior,2023-11-21,Delhi,845841.68,3.9,Y
408,Marketing,Lead,2023-07-26,Chennai,615197.33,2.92,Y
409,HR,Mid,2021-10-20,Mumbai,2118339.71,4.51,N
410,Finance,Senior,2022-11-27,Chennai,547040.55,4.68,N
411,Operations,Lead,2021-02-08,Pune,1534853.41,4.81,N
412,Marketing,Lead,2022-03-15,Delhi,1742753.5,4.36,N
413,Finance,Senior,2024-04-14,Pune,2151294.31,4.32,N
414,Operations,Senior,2023-02-19,Pune,1204862.77,3.29,Y
415,Finance,Lead,2023-10-25,Bengaluru,1241471.68,2.54,N
416,Technology,Lead,2022-09-09,Bengaluru,1631260.09,2.73,N
417,Operations,Junior,2022-06-18,Delhi,687733.17,2.47,N
418,Operations,Lead,2021-03-30,Mumbai,2123190.26,3.37,Y
419,Operations,Lead,2023-08-29,Mumbai,1508335.76,2.79,Y
420,Technology,Junior,2025-02-04,Delhi,1782319.14,4.75,N
421,Operations,Lead,2023-07-17,Bengaluru,482465.47,3.48,N
422,Technology,Senior,2023-10-10,Hyderabad,993956.33,4.12,N
423,Technology,Mid,2024-08-02,Pune,666623.62,4.47,N
424,Marketing,Senior,2023-01-11,Mumbai,1541594.46,2.4,N
425,Operations,Senior,2021-10-12,Chennai,1108454.64,2.21,N
426,Operations,Lead,2021-11-28,Mumbai,1426208.96,2.93,N
427,Marketing,Junior,2021-11-03,Mumbai,1717568.3,3.55,N
428,Finance,Senior,2024-10-29,Mumbai,1035870.41,4.97,N
429,Operations,Junior,2022-07-22,Hyderabad,1822896.69,4.39,Y
430,Finance,Senior,2021-11-11,Chennai,735710.42,3.91,N
431,Marketing,Mid,2021-09-23,Hyderabad,1462344.31,3.27,Y
432,Sales,Mid,2023-06-17,Mumbai,1853263.36,2.97,N
433,Technology,Senior,2023-08-27,Chennai,595026.65,3.77,N
434,Marketing,Mid,2023-06-12,Chennai,2170272.39,3.41,N
435,Operations,Senior,2023-09-11,Mumbai,1503699.78,4.36,N
436,Operations,Junior,2022-10-13,Pune,380290.3,2.48,N
437,Finance,Senior,2023-11-17,Chennai,1103634.89,4.73,N
438,Marketing,Mid,2022-06-19,Bengaluru,1033992.69,4.3,N
439,Finance,Mid,2022-08-21,Hyderabad,973806.67,3.47,N
440,Technology,Junior,2022-03-27,Hyderabad,1291382.05,3.3,N
441,Finance,Junior,2022-03-07,Pune,1096232.98,2.49,N
442,Technology,Mid,2022-03-27,Pune,630958.73,3.22,N
443,Technology,Lead,2024-09-18,Delhi,493898.32,4.7,N
444,Finance,Mid,2021-08-16,Bengaluru,1115052.47,4.9,N
445,Finance,Mid,2024-04-26,Bengaluru,2031669.9,3.36,N
446,Finance,Senior,2023-02-15,Mumbai,1579311.98,4.91,N
447,Operations,Lead,2021-09-19,Mumbai,1114364.06,2.75,Y
448,Sales,Junior,2024-02-28,Hyderabad,1897800.22,2.26,Y
449,Sales,Senior,2023-10-11,Bengaluru,1545851.0,4.29,N
450,Operations,Junior,2023-12-14,Chennai,1408837.91,2.52,N
451,HR,Lead,2022-02-27,Delhi,2138083.49,4.09,N
452,Technology,Senior,2023-07-29,Chennai,1049955.11,2.63,N
453,HR,Senior,2023-04-14,Pune,2069376.38,4.51,N
454,Operations,Junior,2022-12-24,Chennai,702801.27,2.38,N
455,HR,Mid,2024-03-16,Bengaluru,1527872.14,2.3,N
456,Marketing,Junior,2024-05-16,Chennai,475979.46,2.43,Y
457,Technology,Senior,2024-10-26,Hyderabad,1539804.36,4.14,N
458,Operations,Mid,2023-07-29,Bengaluru,850982.92,4.05,N
459,Sales,Senior,2023-05-10,Delhi,380051.67,2.68,N
460,Operations,Senior,2021-03-04,Pune,439089.48,4.16,N
461,Sales,Senior,2023-06-10,Bengaluru,1624583.89,4.35,N
462,Operations,Junior,2021-09-10,Hyderabad,2135997.0,2.93,N
463,Sales,Mid,2024-09-17,Delhi,1682915.47,3.46,N
464,HR,Mid,2024-12-16,Chennai,614036.12,2.56,N
465,Marketing,Mid,2024-09-22,Delhi,1665978.46,3.74,N
466,Operations,Lead,2023-07-04,Pune,912909.16,4.57,N
467,Operations,Mid,2022-06-22,Chennai,1309314.1,3.69,Y
468,HR,Senior,2023-05-11,Chennai,1311287.95,2.73,N
469,Finance,Junior,2023-05-07,Bengaluru,372786.33,4.21,N
470,Marketing,Junior,2022-01-11,Hyderabad,461648.23,3.08,Y
471,HR,Junior,2022-08-25,Hyderabad,579942.5,2.9,N
472,Sales,Mid,2023-08-23,Chennai,1658133.98,4.74,N
473,Finance,Senior,2023-03-13,Mumbai,853637.9,3.57,N
474,Operations,Mid,2021-12-12,Mumbai,928234.31,4.52,N
475,Sales,Lead,2024-09-10,Delhi,1752135.86,2.7,Y
476,Operations,Lead,2024-05-12,Pune,2029037.45,2.24,N
477,Sales,Mid,2022-04-24,Bengaluru,1492931.07,2.87,N
478,Marketing,Senior,2025-01-09,Pune,1969238.38,3.73,N
479,Sales,Lead,2021-04-21,Chennai,722769.57,4.33,N
480,HR,Junior,2021-03-13,Chennai,772984.14,3.49,N
481,Marketing,Mid,2023-01-02,Mumbai,2134548.9,4.73,N
482,Technology,Junior,2024-01-04,Hyderabad,1630720.52,3.26,Y
483,Marketing,Mid,2022-05-15,Chennai,1210638.13,3.33,N
484,Finance,Junior,2022-08-23,Mumbai,2051805.73,3.48,N
485,HR,Lead,2024-09-08,Chennai,932031.3,4.9,N
486,Finance,Mid,2023-06-25,Chennai,520576.78,2.69,N
487,HR,Senior,2022-04-07,Pune,1555685.4,2.25,N
488,Technology,Junior,2022-06-29,Delhi,2075133.34,4.07,N
489,Marketing,Junior,2022-05-20,Pune,1454594.3,2.57,N
490,Operations,Junior,2022-03-03,Hyderabad,2159677.68,3.11,N
491,Sales,Mid,2023-10-22,Hyderabad,2000160.85,4.45,N
492,HR,Lead,2024-02-15,Hyderabad,1963479.61,4.31,N
493,Technology,Mid,2024-08-07,Pune,1927022.44,2.93,N
494,Technology,Senior,2021-09-22,Pune,1820534.47,2.79,N
495,Technology,Senior,2022-11-23,Mumbai,785794.63,3.79,N
496,Finance,Senior,2021-12-06,Delhi,1933904.38,2.41,Y
497,Sales,Lead,2023-01-20,Pune,726084.91,3.24,N
498,Technology,Lead,2021-08-02,Bengaluru,579330.95,4.08,N
499,Technology,Lead,2024-07-14,Mumbai,1981339.27,2.87,N
500,HR,Mid,2021-04-18,Bengaluru,1818037.15,4.66,N
501,Finance,Junior,2022-09-18,Mumbai,1715267.79,2.45,Y
502,Sales,Senior,2021-02-02,Chennai,1993499.63,4.58,N
503,Finance,Lead,2023-10-19,Chennai,1758030.87,4.46,N
504,Operations,Mid,2023-01-04,Mumbai,1584314.66,2.7,N
505,Technology,Lead,2022-09-22,Chennai,487833.13,2.24,N
506,Sales,Mid,2023-05-28,Bengaluru,1150925.04,4.33,N
507,Finance,Mid,2021-11-16,Pune,2097668.85,2.45,N
508,HR,Senior,2023-05-25,Hyderabad,1317756.28,4.04,Y
509,Finance,Mid,2022-07-03,Hyderabad,1868529.12,4.12,N
510,Finance,Senior,2022-11-07,Delhi,1348977.12,4.98,N
511,Finance,Senior,2021-11-13,Hyderabad,1333726.56,2.46,N
512,HR,Lead,2021-04-07,Delhi,358378.76,3.53,N
513,HR,Senior,2024-05-02,Delhi,2135981.76,4.72,N
514,Marketing,Junior,2022-05-27,Mumbai,633852.15,4.22,N
515,Marketing,Senior,2022-11-20,Chennai,1757804.54,4.6,N
516,HR,Junior,2023-09-05,Chennai,833842.07,4.73,N
517,Marketing,Junior,2023-10-15,Mumbai,571828.24,2.93,N
518,Sales,Lead,2021-05-09,Chennai,1783408.26,2.35,N
519,Sales,Junior,2021-04-23,Delhi,1735527.01,2.49,N
520,Marketing,Senior,2022-10-22,Mumbai,2126598.34,4.02,N
521,Sales,Mid,2023-04-24,Mumbai,1190251.71,2.97,N
522,Sales,Mid,2023-11-10,Chennai,741408.43,4.24,N
523,Marketing,Mid,2022-10-15,Bengaluru,1951721.53,3.32,N
524,Sales,Junior,2023-01-26,Bengaluru,715622.49,4.62,N
525,Sales,Mid,2023-04-26,Hyderabad,1302546.92,3.05,N
526,Technology,Junior,2024-07-13,Delhi,471192.33,3.94,N
527,Marketing,Lead,2024-09-28,Chennai,1783903.67,4.29,N
528,HR,Lead,2023-09-09,Bengaluru,1564911.18,2.25,N
529,HR,Mid,2024-06-04,Hyderabad,1271799.11,2.91,N
530,Finance,Senior,2024-09-23,Hyderabad,1485967.92,4.39,N
531,Sales,Junior,2022-07-14,Delhi,2185627.42,2.23,N
532,Technology,Mid,2024-09-22,Chennai,1341169.01,5.0,N
533,Operations,Mid,2023-09-28,Pune,1472363.44,4.21,N
534,Sales,Mid,2023-10-01,Chennai,693511.94,3.93,Y
535,Operations,Senior,2024-12-10,Bengaluru,431344.54,3.5,N
536,HR,Senior,2023-04-22,Hyderabad,1792458.58,2.65,N
537,Operations,Junior,2022-04-28,Chennai,1790137.16,2.94,Y
538,Marketing,Lead,2022-02-23,Chennai,1593933.15,2.51,Y
539,Sales,Mid,2021-01-28,Bengaluru,927227.31,4.53,Y
540,Marketing,Mid,2024-01-18,Mumbai,1566543.91,4.2,N
541,HR,Lead,2021-05-15,Chennai,2110135.64,4.88,N
542,HR,Junior,2021-01-10,Pune,866706.87,4.55,Y
543,HR,Lead,2022-10-26,Chennai,1423082.46,4.71,N
544,Sales,Junior,2022-03-13,Chennai,577572.3,3.56,N
545,Sales,Mid,2021-09-12,Mumbai,2185377.48,4.16,N
546,Sales,Senior,2024-07-05,Delhi,586630.07,3.54,N
547,Marketing,Lead,2021-04-01,Pune,2078641.59,4.84,N
548,Finance,Senior,2022-09-08,Chennai,1854392.74,4.67,N
549,Finance,Lead,2024-03-15,Hyderabad,963104.1,3.33,Y
550,Sales,Senior,2021-08-08,Bengaluru,921906.19,4.2,N
551,Finance,Junior,2021-04-03,Bengaluru,981377.59,4.28,N
552,Technology,Lead,2022-05-21,Mumbai,1587007.53,2.27,N
553,HR,Mid,2024-07-15,Hyderabad,1756684.88,4.54,N
554,Marketing,Senior,2022-08-22,Mumbai,434986.06,2.9,N
555,Finance,Senior,2022-05-09,Hyderabad,592640.33,3.61,N
556,HR,Junior,2024-10-31,Bengaluru,628833.29,2.52,N
557,HR,Mid,2023-03-26,Chennai,1237407.61,4.17,Y
558,Technology,Lead,2024-09-09,Chennai,1198573.65,4.84,N
559,Technology,Lead,2021-08-28,Bengaluru,1689173.72,4.42,N
560,Marketing,Senior,2025-01-20,Pune,1542491.14,4.79,N
561,Marketing,Senior,2021-05-19,Hyderabad,1275769.14,4.57,N
562,Technology,Senior,2023-04-01,Mumbai,659047.95,2.3,N
563,HR,Junior,2023-11-11,Delhi,628750.92,2.71,N
564,Finance,Mid,2022-09-01,Hyderabad,1380437.5,3.62,N
565,Operations,Lead,2023-09-04,Mumbai,381728.08,5.0,Y
566,Sales,Junior,2021-05-25,Delhi,1998666.56,3.55,N
567,Marketing,Junior,2021-04-22,Mumbai,1665538.91,2.23,N
568,Marketing,Mid,2021-02-09,Mumbai,1060425.53,3.84,N
569,Finance,Senior,2024-02-12,Mumbai,1554176.2,2.49,N
570,Finance,Junior,2022-06-08,Pune,1775755.4,2.68,N
571,Operations,Junior,2021-07-01,Delhi,2067215.46,3.22,N
572,Operations,Lead,2024-07-26,Bengaluru,2182309.15,3.73,Y
573,Sales,Lead,2023-11-23,Mumbai,1116604.35,3.92,Y
574,Operations,Senior,2022-10-09,Mumbai,1420426.64,3.43,Y
575,Operations,Mid,2021-07-25,Mumbai,1869777.44,4.37,N
576,Operations,Lead,2025-01-30,Pune,975963.88,3.22,N
577,Sales,Junior,2022-05-28,Hyderabad,1369606.08,4.1,Y
578,Sales,Senior,2023-09-19,Mumbai,2113276.42,4.5,N
579,Sales,Junior,2024-11-04,Delhi,978660.88,4.72,N
580,Operations,Mid,2025-01-11,Delhi,1004987.53,2.81,N
581,Sales,Lead,2022-12-11,Chennai,1743018.37,2.83,N
582,HR,Lead,2023-06-20,Pune,928523.4,4.12,N
583,Technology,Mid,2022-03-07,Delhi,776104.88,2.22,N
584,Technology,Mid,2021-04-18,Mumbai,1496920.57,3.6,N
585,Marketing,Senior,2025-01-30,Bengaluru,711148.15,3.5,N
586,Finance,Senior,2021-06-14,Pune,1221940.5,3.78,Y
587,Operations,Senior,2021-11-08,Delhi,1217285.2,2.96,N
588,HR,Mid,2023-12-19,Mumbai,663453.85,3.43,N
589,Sales,Junior,2021-06-20,Hyderabad,706468.4,2.48,N
590,HR,Junior,2023-07-20,Pune,415048.43,4.0,Y
591,Operations,Junior,2023-11-04,Pune,630461.37,4.0,N
592,Sales,Junior,2021-07-15,Pune,2127710.68,3.06,N
593,Sales,Junior,2025-02-05,Bengaluru,2078685.04,2.87,N
594,Marketing,Junior,2023-11-16,Hyderabad,2072560.99,3.4,N
595,HR,Senior,2023-09-24,Mumbai,381574.81,4.85,N
596,Technology,Lead,2024-03-28,Delhi,942325.33,4.2,N
597,Technology,Mid,2024-05-10,Mumbai,1999023.31,4.21,N
598,Sales,Lead,2024-10-16,Chennai,1898712.38,2.34,N
599,Technology,Mid,2024-06-05,Chennai,418089.27,3.72,N
600,Sales,Mid,2021-12-22,Hyderabad,924476.81,4.99,N
601,Technology,Junior,2023-09-26,Chennai,730130.75,4.57,N
602,Marketing,Senior,2022-08-10,Delhi,1547336.67,2.31,N
603,HR,Senior,2023-12-05,Delhi,808314.03,2.92,N
604,Technology,Mid,2022-04-17,Bengaluru,2074892.23,3.33,N
605,Sales,Senior,2024-12-28,Hyderabad,2147519.46,2.24,N
606,Marketing,Junior,2024-10-17,Hyderabad,2082110.67,4.01,N
607,HR,Mid,2022-05-25,Bengaluru,1298703.16,2.21,N
608,Technology,Lead,2023-03-20,Chennai,562949.44,3.24,N
609,Marketing,Lead,2021-03-11,Bengaluru,1740213.56,4.73,N
610,HR,Mid,2024-05-26,Mumbai,2127590.69,2.87,N
611,Operations,Senior,2024-10-01,Delhi,1022766.54,2.96,N
612,HR,Mid,2022-09-15,Pune,1835140.79,2.22,N
613,Marketing,Lead,2025-01-27,Bengaluru,1744349.83,3.0,N
614,Technology,Lead,2023-05-09,Delhi,371104.16,4.59,N
615,Marketing,Senior,2021-02-22,Hyderabad,1009461.53,3.09,N
616,Marketing,Mid,2021-10-04,Hyderabad,2191946.36,4.32,N
617,Operations,Senior,2024-11-27,Bengaluru,1302216.46,4.82,N
618,HR,Mid,2025-01-09,Bengaluru,1585794.7,2.29,N
619,Operations,Senior,2021-12-20,Chennai,662965.16,3.92,N
620,Finance,Junior,2023-04-01,Mumbai,454323.07,3.41,N
621,Marketing,Mid,2023-09-28,Pune,2120179.6,3.57,N
622,Marketing,Junior,2021-03-07,Mumbai,917341.23,3.21,N
623,Finance,Mid,2022-11-18,Chennai,2030684.78,4.05,N
624,Technology,Mid,2021-08-03,Mumbai,1309537.44,2.4,N
625,Operations,Lead,2021-08-04,Bengaluru,1554293.04,3.89,Y
626,Sales,Senior,2024-09-22,Pune,1159270.47,4.56,N
627,Operations,Mid,2022-11-26,Delhi,1952104.13,3.01,N
628,Technology,Mid,2022-10-09,Pune,831912.45,2.28,N
629,Technology,Senior,2022-09-13,Delhi,1188855.83,2.34,N
630,HR,Mid,2022-08-08,Bengaluru,1843808.44,4.08,N
631,HR,Lead,2022-11-10,Bengaluru,451296.59,4.54,N
632,HR,Lead,2022-02-07,Hyderabad,1007537.37,2.43,Y
633,Operations,Junior,2023-05-04,Chennai,928143.85,4.15,N
634,Marketing,Senior,2021-05-11,Mumbai,1267038.33,4.28,N
635,Operations,Junior,2024-11-19,Hyderabad,943677.38,3.4,N
636,Operations,Lead,2024-12-09,Chennai,1866888.59,2.52,N
637,Operations,Junior,2022-10-04,Mumbai,2009997.01,3.17,N
638,Operations,Senior,2021-05-11,Bengaluru,2134099.61,2.66,N
639,HR,Lead,2022-11-06,Hyderabad,350251.62,3.23,N
640,Finance,Junior,2022-06-30,Pune,1142881.88,3.75,N
641,Operations,Lead,2025-01-31,Hyderabad,599900.79,3.93,N
642,HR,Senior,2022-10-11,Mumbai,805230.98,3.33,N
643,Finance,Lead,2024-07-20,Delhi,638788.92,3.06,N
644,Operations,Lead,2023-12-16,Chennai,1354081.53,4.92,N
645,Marketing,Mid,2021-07-02,Delhi,1487329.04,2.86,N
646,Operations,Senior,2021-09-10,Mumbai,841663.63,4.49,N
647,Operations,Junior,2024-08-01,Hyderabad,1427704.52,3.8,N
648,Marketing,Lead,2024-10-02,Pune,1170186.59,2.22,N
649,Operations,Lead,2021-05-26,Hyderabad,1766878.34,4.21,N
650,Finance,Junior,2022-10-24,Hyderabad,1349164.38,4.15,N
651,Finance,Junior,2022-02-16,Chennai,1931229.97,2.2,N
652,Technology,Senior,2023-04-11,Mumbai,748617.87,2.42,N
653,Marketing,Junior,2021-08-04,Hyderabad,1237726.06,2.98,N
654,Sales,Mid,2022-05-07,Bengaluru,1764619.09,4.69,Y
655,Sales,Lead,2021-10-27,Delhi,1811025.35,2.92,Y
656,Sales,Senior,2022-06-18,Chennai,1261840.12,3.54,N
657,Marketing,Lead,2024-02-17,Pune,682295.45,3.19,N
658,Marketing,Lead,2021-03-17,Mumbai,476116.64,2.89,N
659,Finance,Senior,2023-04-28,Mumbai,653841.04,4.21,N
660,Marketing,Mid,2021-06-09,Bengaluru,1834637.03,4.98,N
661,Operations,Senior,2021-01-29,Hyderabad,865517.33,2.6,N
662,Marketing,Lead,2023-06-01,Mumbai,2098689.33,3.0,Y
663,Operations,Mid,2024-03-06,Bengaluru,1632002.06,3.12,N
664,Marketing,Senior,2022-07-17,Mumbai,365515.91,3.33,N
665,Marketing,Lead,2022-01-26,Delhi,2042486.46,2.7,N
666,Marketing,Junior,2023-09-18,Chennai,1822768.76,4.63,N
667,Operations,Senior,2023-07-21,Bengaluru,1218659.44,4.87,N
668,Operations,Mid,2022-11-22,Delhi,1522922.14,3.2,N
669,Operations,Mid,2022-05-13,Mumbai,1674434.93,4.83,N
670,Operations,Senior,2022-05-31,Hyderabad,2145601.61,2.23,N
671,Operations,Junior,2022-08-30,Mumbai,470130.92,3.12,N
672,Marketing,Lead,2021-08-06,Bengaluru,1060919.45,4.66,N
673,Technology,Junior,2024-01-14,Pune,1803020.07,2.89,N
674,Finance,Junior,2021-02-06,Chennai,1082769.95,3.44,N
675,Technology,Junior,2021-09-21,Mumbai,1902479.4,4.35,N
676,Marketing,Junior,2024-08-25,Mumbai,1568878.05,2.49,N
677,Finance,Junior,2021-08-02,Mumbai,764383.8,4.4,N
678,Operations,Junior,2021-10-18,Pune,1050913.24,4.07,N
679,Finance,Junior,2023-06-18,Mumbai,1815392.49,2.55,N
680,Marketing,Mid,2021-02-12,Pune,2012479.15,2.91,N
681,Operations,Senior,2021-01-03,Bengaluru,2047307.49,4.11,N
682,Finance,Lead,2022-02-11,Mumbai,1237460.27,3.11,N
683,Marketing,Lead,2022-07-21,Chennai,414090.41,3.64,N
684,Technology,Mid,2022-03-03,Hyderabad,1814713.47,3.38,N
685,Finance,Senior,2024-03-31,Bengaluru,1732802.64,2.64,N
686,Finance,Senior,2023-10-29,Pune,1401875.36,4.46,N
687,Operations,Junior,2021-05-20,Delhi,1652256.0,4.34,N
688,Operations,Lead,2025-01-09,Mumbai,538583.09,4.06,N
689,Marketing,Lead,2023-05-07,Delhi,1157470.72,3.98,N
690,Finance,Senior,2024-09-15,Chennai,1591084.21,3.5,N
691,Technology,Mid,2023-08-08,Bengaluru,605789.46,2.36,N
692,Sales,Junior,2022-05-04,Chennai,1640631.93,2.65,N
693,Technology,Mid,2023-10-11,Pune,955748.21,3.81,Y
694,Operations,Mid,2022-11-15,Hyderabad,1876146.96,4.59,N
695,Sales,Mid,2022-08-20,Mumbai,1227630.34,4.18,N
696,Operations,Lead,2022-03-23,Hyderabad,2037649.3,2.37,N
697,Finance,Senior,2021-04-07,Chennai,393412.78,3.2,N
698,Operations,Senior,2024-04-11,Bengaluru,666294.3,2.56,N
699,Technology,Senior,2021-10-30,Hyderabad,1612259.72,2.91,Y
700,HR,Senior,2024-08-03,Hyderabad,1707184.91,2.87,N
701,HR,Mid,2023-02-21,Chennai,399710.51,4.54,N
702,Marketing,Lead,2023-01-04,Chennai,683597.89,3.63,N
703,Technology,Senior,2022-03-20,Hyderabad,1143258.8,2.47,N
704,HR,Mid,2024-09-05,Hyderabad,1433717.99,3.96,N
705,HR,Senior,2021-01-22,Mumbai,426530.46,2.99,N
706,Finance,Junior,2023-09-22,Hyderabad,1626940.24,3.06,N
707,Operations,Junior,2022-10-30,Pune,1409756.9,4.53,N
708,Operations,Lead,2023-02-03,Mumbai,804145.09,4.87,N
709,Sales,Lead,2022-08-27,Delhi,829048.03,2.8,N
710,Finance,Junior,2021-04-07,Bengaluru,351292.34,3.63,N
711,Sales,Mid,2021-07-23,Pune,582026.91,4.03,N
712,Technology,Mid,2022-05-01,Delhi,571881.36,3.9,N
713,Operations,Mid,2023-07-03,Mumbai,1135514.31,4.09,N
714,Operations,Mid,2021-08-22,Hyderabad,1723833.41,3.92,N
715,Marketing,Lead,2023-04-17,Hyderabad,593465.95,4.79,N
716,Sales,Junior,2024-11-24,Mumbai,630619.88,2.99,N
717,Operations,Mid,2024-12-27,Delhi,1331772.7,4.63,N
718,Operations,Mid,2024-04-21,Pune,1428257.71,2.92,N
719,Marketing,Junior,2024-03-16,Chennai,752998.5,2.62,Y
720,Marketing,Senior,2024-10-12,Mumbai,1635597.47,3.18,N
721,Technology,Senior,2022-01-26,Delhi,1721104.55,4.18,N
722,HR,Junior,2024-01-09,Hyderabad,1524525.21,3.49,N
723,Operations,Junior,2021-09-16,Hyderabad,1782350.37,4.74,Y
724,Finance,Junior,2022-07-14,Pune,560713.74,4.06,N
725,Operations,Senior,2021-06-25,Mumbai,488506.13,2.52,Y
726,Sales,Senior,2024-12-06,Hyderabad,1001020.58,4.07,Y
727,Sales,Senior,2024-03-06,Bengaluru,1990909.42,2.54,N
728,Marketing,Junior,2023-06-12,Bengaluru,913471.37,4.25,N
729,Operations,Lead,2024-12-12,Pune,768009.86,4.3,N
730,Finance,Mid,2025-01-22,Mumbai,1848102.23,3.39,N
731,HR,Lead,2024-04-18,Mumbai,2042220.84,4.1,Y
732,Operations,Lead,2022-05-28,Delhi,1993352.27,3.08,N
733,Sales,Junior,2021-10-11,Delhi,1522704.37,2.83,N
734,Sales,Mid,2022-12-03,Bengaluru,861151.61,4.58,N
735,Technology,Junior,2021-03-02,Delhi,1325683.28,3.33,N
736,Finance,Senior,2024-07-20,Bengaluru,1663464.67,4.85,N
737,Finance,Lead,2022-02-11,Delhi,833598.63,3.45,N
738,Technology,Junior,2024-08-24,Chennai,1759682.59,2.82,N
739,HR,Senior,2021-04-18,Chennai,1120446.72,3.04,N
740,Technology,Lead,2023-12-02,Bengaluru,1735638.69,3.44,N
741,HR,Senior,2022-12-24,Mumbai,956256.56,2.99,N
742,Marketing,Junior,2023-11-01,Delhi,540504.99,2.24,N
743,Marketing,Senior,2023-06-03,Chennai,969756.2,2.39,N
744,Finance,Mid,2021-07-05,Pune,1724934.93,4.08,N
745,Operations,Mid,2023-08-06,Bengaluru,900045.48,4.37,N
746,Finance,Junior,2024-11-15,Hyderabad,1344633.16,3.79,N
747,Technology,Junior,2024-01-22,Delhi,649228.03,3.87,N
748,Operations,Mid,2021-03-24,Bengaluru,1656196.36,2.64,N
749,HR,Junior,2023-11-08,Bengaluru,1456596.5,2.91,N
750,Marketing,Junior,2022-06-11,Delhi,2015626.42,4.85,N
751,Sales,Senior,2021-02-21,Bengaluru,1742087.27,3.84,N
752,Operations,Senior,2023-05-06,Bengaluru,1994127.68,2.56,N
753,Sales,Junior,2021-07-09,Pune,2099990.51,2.76,N
754,Marketing,Senior,2023-08-17,Bengaluru,1392454.7,4.21,N
755,Technology,Junior,2024-01-03,Bengaluru,1400475.79,3.73,N
756,Finance,Lead,2024-03-12,Pune,1999916.97,4.67,Y
757,Operations,Senior,2024-06-29,Delhi,1570299.06,2.5,Y
758,HR,Junior,2023-07-22,Pune,1183985.89,4.9,N
759,HR,Junior,2022-01-27,Pune,1659236.11,4.91,N
760,Technology,Mid,2023-04-22,Mumbai,2091778.13,4.61,N
761,Operations,Senior,2023-05-04,Mumbai,410968.32,4.77,N
762,Finance,Lead,2021-03-25,Pune,543052.24,4.77,Y
763,HR,Mid,2024-04-07,Chennai,1049903.13,4.62,N
764,Technology,Senior,2024-11-10,Delhi,1161692.16,4.78,N
765,Operations,Junior,2024-09-05,Mumbai,1314360.9,3.7,N
766,Technology,Mid,2023-07-04,Bengaluru,2107778.19,2.48,N
767,Sales,Mid,2021-03-06,Mumbai,454863.56,2.41,N
768,HR,Senior,2024-01-05,Hyderabad,993810.11,4.05,Y
769,Marketing,Junior,2021-09-27,Bengaluru,978024.4,4.88,Y
770,Marketing,Lead,2023-05-11,Pune,1390445.5,2.67,N
771,Marketing,Lead,2021-01-22,Chennai,1963059.55,4.85,N
772,Technology,Mid,2023-10-29,Pune,773988.93,2.97,Y
773,HR,Junior,2024-01-15,Chennai,1145865.84,4.69,N
774,Sales,Junior,2022-04-02,Chennai,916554.57,4.53,Y
775,Marketing,Senior,2021-10-01,Bengaluru,1036738.21,4.61,N
776,Operations,Lead,2021-03-16,Mumbai,915989.7,4.98,N
777,Marketing,Junior,2023-01-05,Pune,2153516.48,2.28,N
778,Operations,Mid,2024-06-04,Delhi,2081419.92,2.79,N
779,Operations,Junior,2021-05-23,Chennai,1171167.55,4.85,N
780,Sales,Senior,2023-01-20,Delhi,2127268.91,4.01,N
781,Sales,Junior,2023-01-04,Delhi,2015641.97,2.44,N
782,Marketing,Senior,2025-02-09,Mumbai,761226.76,3.42,N
783,Sales,Junior,2023-08-21,Delhi,2175149.11,2.47,N
784,Technology,Mid,2021-12-27,Delhi,1847965.38,3.43,N
785,Technology,Senior,2022-03-12,Hyderabad,841269.0,4.12,N
786,Sales,Junior,2022-10-15,Chennai,953933.28,3.7,N
787,HR,Mid,2023-01-22,Chennai,1235625.57,4.92,N
788,Marketing,Lead,2021-01-28,Bengaluru,1076125.02,3.45,N
789,Operations,Senior,2022-02-05,Hyderabad,1585604.07,2.55,N
790,Operations,Mid,2023-06-01,Chennai,957682.02,2.98,N
791,HR,Lead,2023-04-01,Hyderabad,485231.34,4.62,N
792,Technology,Senior,2022-01-18,Chennai,419815.69,3.25,N
793,Technology,Mid,2023-02-21,Delhi,1514012.26,2.31,N
794,HR,Lead,2023-09-29,Bengaluru,1797677.51,4.92,N
795,Finance,Mid,2022-08-10,Hyderabad,1687527.52,4.46,N
796,Sales,Senior,2022-08-24,Mumbai,1874185.75,2.85,N
797,Sales,Lead,2022-03-15,Pune,1633503.51,4.38,N
798,Finance,Senior,2022-10-16,Bengaluru,2126159.85,2.43,N
799,Technology,Mid,2021-12-23,Mumbai,973925.86,3.93,N
800,HR,Senior,2024-01-30,Delhi,1591685.72,2.96,N
801,Operations,Junior,2022-02-18,Hyderabad,1917181.93,2.31,N
802,Finance,Junior,2024-02-21,Pune,1450108.63,2.77,N
803,Marketing,Senior,2021-10-06,Delhi,434791.66,3.47,N
804,HR,Junior,2024-01-17,Pune,1911310.66,3.86,N
805,HR,Mid,2021-12-28,Chennai,669910.69,2.69,N
806,Sales,Lead,2024-03-22,Bengaluru,792298.85,4.94,N
807,Sales,Senior,2022-03-25,Hyderabad,1163887.0,4.48,N
808,Technology,Mid,2023-02-21,Hyderabad,1609610.49,2.86,N
