campaign_id,date,channel,region,spend,impressions,clicks,conversions,revenue
419,2025-01-23,Display,South,21932.65,810239,32827,4313,1834448.24
420,2026-03-03,Display,North,11495.36,661385,54868,805,405232.24
421,2025-06-28,Email,North,2660.2,506337,26584,801,230886.09
422,2025-03-24,Search,West,43295.2,99122,6842,1008,455477.35
423,2025-08-28,Search,South,12915.74,590147,33970,1060,303725.0
424,2025-09-28,Affiliate,West,49529.87,756400,49655,8087,1369347.92
425,2025-06-30,Display,West,29097.11,251167,20670,924,219455.44
426,2026-03-31,Affiliate,South,3339.28,366241,29398,1912,1032002.31
427,2025-08-22,Affiliate,South,47140.3,239622,3472,326,51776.03
428,2026-05-08,Email,West,18372.01,449779,28042,1606,562212.79
429,2025-01-21,Search,North,44549.02,271821,9801,550,112982.23
430,2025-02-08,Affiliate,East,46982.26,157933,3358,129,26413.54
431,2025-09-25,Email,East,5669.62,614989,27790,4739,666096.19
432,2025-01-30,Email,South,27923.79,50500,2304,234,101611.41
433,2025-12-16,Search,North,2342.83,82944,698,101,5339.12
434,2025-01-06,Email,West,10155.52,71001,1879,38,21278.54
435,2026-04-07,Affiliate,North,48240.37,50191,2387,206,33112.1
436,2025-06-04,Affiliate,East,32099.61,718063,62822,11068,3197767.17
437,2026-03-24,Search,North,10468.3,842780,16196,308,98048.82
438,2025-11-06,Social,North,13663.84,419564,30248,4898,1297399.14
439,2026-02-27,Search,North,32464.69,547010,41501,1629,248645.53
440,2025-09-04,Email,North,30594.11,699486,18243,2820,810068.22
441,2025-11-18,Social,North,7695.62,301544,16417,1581,921498.01
442,2026-01-10,Email,West,34492.07,264818,7465,420,207798.03
443,2026-04-15,Email,West,45832.03,97913,4382,730,323538.69
444,2025-05-03,Social,North,17877.6,703122,5424,135,25138.86
445,2025-02-12,Affiliate,West,42993.79,768427,67277,3315,1037393.3
446,2025-10-07,Affiliate,East,10539.21,328441,3338,39,4890.76
447,2025-08-31,Search,South,10665.38,451446,34599,2562,853924.63
448,2025-01-04,Email,South,2081.11,498723,6795,915,383287.92
449,2026-05-09,Email,North,28863.88,416098,15795,577,178363.27
450,2025-05-10,Display,West,3167.95,530741,25604,2143,1274400.99
451,2025-10-23,Affiliate,South,28292.99,617426,6792,949,134695.13
452,2025-07-17,Social,East,17667.04,598041,41300,5228,2839212.19
453,2025-06-18,Affiliate,North,18624.12,125276,2999,480,237036.81
454,2025-10-23,Affiliate,South,33611.33,565982,48824,2339,914531.49
455,2026-01-01,Affiliate,West,42816.27,756673,23955,666,203729.5
456,2025-11-11,Search,North,45664.02,658255,43954,3009,736945.97
457,2026-04-28,Display,North,5905.06,212720,7290,1082,181597.79
458,2025-02-07,Search,South,44601.11,710933,51930,4546,1452333.62
459,2025-05-30,Email,East,27751.5,781032,38776,5305,2560811.0
460,2026-02-09,Email,East,20698.84,139140,2134,268,104029.65
461,2025-11-04,Display,South,34258.02,869940,10956,1018,471876.83
462,2025-11-23,Affiliate,West,3548.23,692022,8099,701,312129.82
463,2025-03-06,Social,West,26522.01,877306,23500,3045,628693.2
464,2025-09-08,Search,East,3023.47,460264,12852,1127,606662.71
465,2026-02-21,Email,West,34535.15,265274,4416,780,83954.13
466,2025-05-29,Display,East,14440.62,291024,6610,105,10131.83
467,2025-01-05,Affiliate,South,21579.29,217444,11227,543,134759.74
468,2026-03-28,Display,North,4640.67,465249,12564,1386,213508.52
469,2025-11-29,Search,South,18930.0,881450,56863,7225,2035330.59
470,2026-02-19,Email,West,48704.22,115469,4337,366,146212.13
471,2025-04-05,Search,South,44412.6,750328,61842,10240,1946780.92
472,2025-06-22,Social,South,9482.09,527139,40228,2074,456792.43
473,2025-05-19,Affiliate,West,3846.59,219807,12604,721,60478.88
474,2026-02-08,Social,North,29082.63,360337,11981,1991,1108970.37
475,2025-04-04,Search,East,23479.42,182995,14839,1079,399560.94
476,2026-04-11,Affiliate,West,47726.74,217205,11128,1738,120521.22
477,2026-02-26,Email,South,25591.78,899508,6074,1019,312999.64
478,2025-12-16,Display,South,30239.64,363834,17597,2818,995495.25
479,2025-04-24,Social,South,23228.85,242527,6895,493,150011.84
480,2026-04-15,Social,West,47911.4,739394,7284,1031,575964.95
481,2026-05-16,Affiliate,South,10497.25,865681,5654,947,498977.74
482,2026-05-05,Display,West,38752.44,22281,142,11,4896.96
483,2025-05-21,Social,North,33806.1,559013,21292,1772,423612.48
484,2025-01-17,Social,North,9721.58,252299,13183,492,234076.32
485,2026-03-21,Email,North,44049.39,457385,33855,5724,2767460.96
486,2026-04-18,Search,East,3070.14,750032,23195,2735,1425521.98
487,2025-08-11,Affiliate,West,41331.92,350750,13598,949,420210.79
488,2026-04-08,Email,North,28007.49,438001,34649,2560,283322.74
489,2025-06-09,Affiliate,West,23884.1,574347,30638,1916,726587.82
490,2026-03-19,Display,North,565.91,312773,14913,2651,292396.51
491,2025-05-07,Email,West,7504.27,588391,42193,4949,2432356.24
492,2025-11-24,Search,South,34463.92,750611,3802,245,15938.29
493,2025-05-28,Affiliate,North,19985.17,467196,23784,3304,1852111.55
494,2026-04-19,Affiliate,South,1494.49,466080,31287,2761,398452.82
495,2026-03-31,Social,West,47507.7,126131,6769,642,354544.88
496,2026-03-24,Search,East,29914.17,480126,31252,4626,2059710.63
497,2025-08-29,Social,East,34263.4,611930,44156,3989,338855.69
498,2025-04-15,Search,West,49250.67,124782,5170,703,283315.61
499,2025-11-12,Search,South,18100.76,68319,4231,695,75950.18
500,2025-06-11,Social,North,47925.18,83534,526,57,6802.92
501,2025-12-30,Search,West,18396.25,491807,5514,602,190822.63
502,2025-11-21,Affiliate,South,38895.89,245402,21255,1639,566126.75
503,2026-01-30,Search,North,19960.48,281972,11792,702,396552.99
504,2026-04-30,Email,North,43781.89,293156,6466,170,50486.12
505,2025-02-28,Social,South,35665.98,760697,36466,1294,137209.87
506,2025-04-28,Search,West,45306.63,642038,21386,3820,753978.89
507,2026-03-08,Social,North,17443.16,885255,28468,3647,458249.09
508,2025-03-14,Search,East,22915.67,54759,3355,219,114702.99
509,2025-01-11,Affiliate,North,12281.59,493630,5691,157,47925.16
510,2025-05-20,Affiliate,North,30384.19,442476,20295,1565,541126.34
511,2025-10-28,Social,East,11454.0,40807,481,20,9762.14
512,2025-02-07,Search,West,21813.34,454730,38750,704,166812.17
513,2025-03-19,Affiliate,East,8118.55,716534,23081,4003,2329692.78
514,2025-10-20,Email,West,35592.65,333250,27705,3094,355627.26
515,2025-11-29,Email,West,3908.63,52662,1804,251,103138.79
516,2025-10-25,Email,North,4899.84,368003,4961,535,97882.73
517,2025-11-13,Display,North,7316.94,520195,26394,2360,134989.31
518,2025-07-04,Email,East,32804.31,655726,11109,1021,393306.87
519,2025-01-26,Email,East,16867.33,816393,63738,5922,360145.18
520,2026-01-16,Affiliate,East,1965.45,357114,31461,2125,560186.4
521,2025-05-03,Affiliate,South,48435.2,563210,6490,562,131643.26
522,2025-08-08,Display,West,46770.81,305697,3832,540,31851.86
523,2025-12-03,Display,North,47586.89,532315,11384,657,329043.04
524,2026-03-19,Email,West,48305.41,878658,77182,11091,2607594.15
525,2025-01-17,Display,South,26043.25,425278,12107,1008,325057.94
526,2025-07-15,Search,East,10415.39,56243,3350,527,72045.14
527,2025-12-26,Display,West,48257.01,667395,39681,649,308589.16
528,2026-04-26,Social,West,4265.9,455575,28088,1970,505508.57
529,2025-12-12,Affiliate,South,28614.25,778531,7721,1197,211589.67
530,2025-01-06,Display,North,45459.31,498004,30367,4055,1003726.83
531,2025-04-25,Email,East,12935.97,837951,56641,785,387524.82
532,2025-01-26,Social,South,10530.34,24302,1938,112,65795.45
533,2025-02-27,Display,West,17070.02,699963,18344,1213,74018.65
534,2026-01-28,Affiliate,South,32578.02,553689,21698,544,264174.34
535,2026-03-06,Email,East,35723.79,794311,70666,9409,479944.58
536,2026-03-10,Search,West,35361.16,191254,12308,584,79655.82
537,2025-07-10,Display,West,3523.62,469876,41160,3610,606074.09
538,2025-01-27,Email,West,713.91,484273,16494,554,328235.58
539,2026-02-21,Email,West,9601.16,100558,3304,516,77381.1
540,2025-09-20,Affiliate,West,4661.8,306511,21090,2422,1008139.92
541,2026-05-01,Social,East,20942.99,224618,3555,220,55543.37
542,2025-02-09,Social,South,25859.72,385721,24259,2413,875456.07
543,2025-08-23,Email,West,39984.52,587167,46783,988,575852.76
544,2025-12-18,Display,East,47718.07,33286,1580,29,3880.07
545,2025-10-19,Affiliate,South,5706.37,398262,16326,420,153178.54
546,2026-01-30,Social,West,49196.96,210073,11993,1600,925815.14
547,2025-12-08,Search,East,28634.42,829476,60692,1062,570481.97
548,2026-03-26,Affiliate,South,45808.64,664775,6277,976,172110.54
549,2025-12-25,Social,North,23403.77,199836,11966,1452,89680.36
550,2026-01-23,Social,East,30898.49,367134,25264,1069,509918.03
551,2025-12-24,Social,South,1566.51,439702,23481,2817,222956.86
552,2026-04-11,Display,South,7807.42,515606,31635,340,166990.01
553,2025-03-23,Search,West,41421.62,535761,37037,1799,1035061.44
554,2026-04-07,Email,West,25447.34,202160,13010,1315,89248.47
555,2025-01-03,Email,South,12797.61,71457,6077,738,299664.33
556,2025-07-06,Social,East,41724.83,229961,8866,379,203875.05
557,2025-12-14,Social,West,12521.24,870103,61316,2962,396625.14
558,2025-07-24,Affiliate,North,11223.67,533899,2583,263,121336.7
559,2026-01-04,Search,East,13516.16,442786,18184,1480,492814.73
560,2025-01-28,Search,South,9931.48,850371,31554,3863,255089.38
561,2025-08-15,Affiliate,North,6573.85,622523,8651,1152,108443.46
562,2025-02-15,Search,East,34642.51,817222,50924,4779,2845825.4
563,2025-05-18,Social,North,28999.71,738249,3527,118,54774.02
564,2025-02-06,Display,West,26929.13,611130,29024,3299,1121368.84
565,2025-12-31,Affiliate,West,37792.6,466186,1880,229,127114.39
566,2025-08-18,Email,North,48458.09,784974,50763,7776,3520520.84
567,2026-02-14,Email,East,28966.23,337927,21435,2617,1482326.21
568,2026-04-07,Display,West,29280.56,480488,19286,2197,908043.86
569,2025-08-04,Display,West,17240.02,21078,779,125,22225.65
570,2025-01-25,Display,West,21041.15,120828,2432,434,21142.21
571,2025-03-15,Affiliate,South,34020.66,539704,46203,7521,559458.42
572,2026-01-17,Search,West,46092.51,180866,905,127,33144.77
573,2025-02-15,Email,North,35728.86,493758,7035,594,193918.82
574,2025-07-24,Social,West,45548.33,505945,2370,73,28194.11
575,2025-10-27,Email,North,24312.51,388353,22348,418,50973.43
576,2025-06-17,Display,West,49941.81,178957,12573,424,183378.54
577,2026-01-27,Email,West,29428.88,707721,14607,1615,927794.13
578,2026-02-20,Email,East,38047.7,432517,16457,2112,1202692.14
579,2025-05-13,Affiliate,West,23839.92,810691,27326,2827,286821.7
580,2025-03-06,Display,West,19948.39,487868,3808,489,99895.33
581,2026-03-18,Affiliate,East,3856.47,442363,22353,3377,1151866.87
582,2025-11-10,Email,North,45132.87,268317,8284,277,42094.33
583,2025-04-03,Display,North,21095.39,689958,30529,1696,366945.14
584,2025-06-26,Email,East,41107.58,247232,3231,180,47054.28
585,2025-05-02,Social,North,14356.19,822665,24197,3311,1162935.67
586,2025-09-18,Affiliate,East,37337.24,398111,20972,3379,653145.79
587,2025-04-02,Social,North,45370.7,866449,46080,2405,282459.5
588,2025-05-16,Social,South,41165.36,835485,9763,1429,822093.36
589,2025-01-19,Social,North,27274.86,769262,63703,3158,544440.9
590,2025-05-13,Affiliate,West,895.8,319675,27679,1733,785959.23
591,2025-09-26,Affiliate,South,28233.54,395768,27399,934,382981.22
592,2026-03-09,Email,East,25033.4,122966,4861,395,81073.91
593,2026-01-13,Affiliate,East,14161.97,769381,48795,7114,1513613.22
594,2025-02-11,Affiliate,West,1685.62,581263,13369,688,45964.45
595,2025-04-16,Email,East,30905.26,672398,22093,2860,819206.2
596,2025-03-26,Email,East,23203.08,321395,27902,2867,457208.66
597,2026-03-12,Email,East,33924.75,604170,17662,3097,732059.59
598,2026-01-21,Social,East,24122.95,21812,308,42,22341.82
599,2026-04-29,Social,East,9917.11,174667,2757,373,213304.04
600,2025-02-02,Affiliate,South,36072.02,104790,1632,154,17414.49
601,2026-03-24,Search,North,37176.56,248966,20164,1764,108879.95
602,2025-12-05,Affiliate,South,30855.84,324852,21765,3673,1581013.55
603,2025-05-21,Search,South,14975.04,337667,23936,1645,830861.59
604,2025-07-02,Affiliate,West,46038.89,890971,28929,3948,1157210.72
605,2025-11-22,Display,North,1385.58,543201,47638,3927,1900805.89
606,2026-02-23,Social,South,41235.33,753821,8833,788,70453.07
607,2025-02-03,Social,North,18412.49,309237,6133,274,111337.85
608,2025-12-15,Display,West,18086.22,281492,12063,1211,187871.29
609,2025-06-04,Email,South,9091.16,638634,33238,3628,1645427.82
610,2025-04-27,Email,East,9228.11,267919,3292,88,37299.53
611,2025-12-05,Social,North,36357.43,208377,1105,162,31674.57
612,2026-04-08,Search,North,11305.46,126226,4206,411,50943.27
613,2025-09-22,Search,East,45652.38,368259,27263,4725,1276175.6
614,2025-11-15,Email,West,21079.45,161356,13938,1271,63995.09
615,2025-04-12,Affiliate,East,21884.74,788588,59374,6453,780266.0
616,2025-01-20,Search,South,46694.49,211692,12691,1055,258486.88
617,2026-03-03,Affiliate,North,4391.36,421796,35269,2425,675460.54
618,2025-06-04,Affiliate,West,38927.98,271357,4716,756,45724.93
619,2025-08-31,Display,East,5556.21,744038,50915,7310,1469595.56
620,2026-02-27,Email,South,21621.98,139066,8168,1338,536817.16
621,2025-05-11,Display,West,42735.93,622179,20587,2792,1637502.26
622,2026-01-24,Display,North,23487.81,793758,11458,1375,589649.06
623,2026-02-07,Social,East,2690.76,494432,42370,2998,1513323.02
624,2026-02-11,Search,North,31811.86,602682,9787,625,310921.51
625,2026-05-12,Social,South,23612.31,345009,17449,1037,75507.39
626,2025-06-30,Search,South,9088.56,898939,62161,6499,3605843.37
627,2025-10-28,Social,North,46988.99,87463,3964,424,56236.41
628,2025-05-10,Search,South,24020.18,770311,7619,1286,265726.92
629,2025-03-16,Social,West,2945.46,113985,3288,185,75037.5
630,2025-10-16,Display,South,47743.61,845858,9567,1137,231525.95
631,2025-12-12,Email,West,31335.1,528289,40395,3302,1739109.37
632,2025-02-22,Email,South,4968.34,583847,12098,2016,719932.38
633,2025-06-06,Email,South,34974.93,22257,1903,190,30713.22
634,2025-05-07,Social,East,11376.94,753034,39393,5959,896786.35
635,2025-10-31,Search,South,15886.83,381621,27636,1022,60383.04
636,2025-05-09,Search,South,13481.67,84310,3916,605,65142.44
637,2025-07-28,Display,East,22521.55,80248,5421,192,108982.38
638,2025-06-28,Social,East,20764.09,202870,1546,116,50985.99
639,2026-01-30,Email,East,46256.57,508808,2478,278,165432.17
640,2025-11-05,Display,West,9149.01,659488,22605,1797,534739.75
641,2026-03-20,Affiliate,West,45174.36,81944,1453,86,50905.91
642,2025-10-14,Email,West,32334.61,860225,25092,3071,1333651.41
643,2025-12-26,Social,North,946.96,120632,8430,309,24129.78
644,2025-11-10,Email,North,17010.21,436713,39278,3307,1664095.5
645,2026-04-28,Email,West,8662.54,84300,770,73,33120.93
646,2025-08-02,Display,West,22790.19,341313,13276,428,121503.51
647,2025-03-31,Social,South,38422.1,168531,7666,396,220961.62
648,2026-05-04,Search,North,23562.29,618157,33033,3837,1182048.17
649,2026-03-28,Email,North,32878.06,58053,4021,236,100549.95
650,2026-03-30,Email,West,30262.89,796838,64001,672,123147.92
651,2025-04-10,Display,East,26028.38,713064,24929,1847,682930.91
652,2025-11-19,Search,North,28150.59,538971,24430,2300,1257256.49
653,2025-02-22,Email,North,24070.72,503501,7986,814,375353.95
654,2025-02-05,Email,North,42626.42,381150,19507,3147,1587773.18
655,2025-05-03,Search,South,45661.16,59667,791,39,21297.36
656,2026-04-03,Social,West,46456.49,499611,8754,1096,497761.36
657,2026-03-13,Affiliate,West,23337.08,752511,25669,2436,304873.0
658,2026-04-02,Affiliate,North,14453.93,254371,21319,1118,555443.23
659,2025-05-21,Display,North,41463.78,688278,47131,4903,750641.6
660,2026-01-09,Affiliate,East,968.94,427120,7278,548,125861.66
661,2025-02-20,Display,East,29340.88,640588,25056,4462,905734.68
662,2025-05-29,Social,North,47234.27,780545,12134,505,137563.28
663,2025-05-29,Email,South,15869.61,499513,17017,2156,640677.96
664,2025-12-01,Search,North,25283.65,250760,7402,1221,702256.49
665,2025-06-11,Display,East,41107.88,365678,31042,510,80726.76
666,2025-02-06,Email,North,5878.57,483296,37572,3168,981974.07
667,2025-07-16,Search,West,31008.42,301949,20114,2375,1133133.35
668,2025-02-06,Display,North,39853.11,138990,6167,967,201286.41
669,2026-03-18,Email,East,11213.52,395575,21623,2336,778002.07
670,2026-03-12,Display,East,40001.39,752090,58664,3938,181508.52
671,2025-03-24,Affiliate,South,32890.22,348869,25747,1049,344346.12
672,2025-03-27,Email,West,17384.95,465017,26974,3802,1353324.49
673,2026-01-30,Display,East,7983.45,713898,56597,1849,617623.83
674,2025-08-11,Search,South,36952.91,157419,8971,226,88784.67
675,2026-01-24,Social,East,20335.8,556249,47057,792,171746.65
676,2025-03-23,Display,West,46595.5,650018,3113,312,148727.91
677,2025-08-19,Display,North,30445.38,606567,49790,916,484788.5
678,2025-07-19,Search,North,32071.16,282869,4077,108,26212.52
679,2025-09-12,Search,North,3965.26,581773,8250,820,413069.58
680,2025-02-05,Display,East,28553.47,887035,56371,6854,1160690.41
681,2025-11-16,Social,North,27444.68,535756,30239,3431,1452060.04
682,2025-11-16,Search,East,38177.51,428267,4908,157,71464.83
683,2025-03-16,Email,East,16878.43,891279,71045,8232,1479054.63
684,2025-06-23,Search,North,19708.23,550201,19713,1180,335653.83
685,2025-05-01,Affiliate,South,37158.46,739615,33011,781,133133.6
686,2026-02-25,Email,West,8205.1,352887,28935,2190,1275460.28
687,2025-05-27,Email,West,23686.36,553628,11095,752,432123.62
688,2026-01-27,Display,North,14266.07,75616,4374,424,23181.88
689,2025-10-26,Affiliate,South,39735.11,17872,219,18,7717.26
690,2025-09-07,Social,North,14118.79,300204,19987,3522,1958558.2
691,2025-12-31,Social,West,39206.44,735034,11497,2008,436832.7
692,2026-05-14,Affiliate,North,6575.02,864992,45650,675,165248.35
693,2025-09-20,Display,North,26721.0,688990,54857,3536,1872475.04
694,2025-11-24,Search,North,34767.04,310435,24509,4257,2062908.72
695,2025-11-28,Search,West,45020.31,454944,35891,1859,159937.12
696,2025-05-28,Affiliate,West,33761.15,416132,26272,1990,598797.74
697,2025-09-02,Affiliate,East,5561.39,579070,13818,2259,301401.58
698,2025-07-31,Affiliate,East,31832.81,833085,71267,5673,2211263.17
699,2025-08-24,Affiliate,North,23330.03,490333,6261,529,62359.34
700,2026-04-09,Email,North,28487.74,385032,5489,140,47040.56
701,2026-01-31,Display,North,39914.62,477646,33114,607,267915.35
702,2025-08-23,Search,East,19704.04,503826,21095,3194,1117004.25
703,2025-07-13,Affiliate,North,14798.87,897765,45989,7192,3120034.35
704,2026-03-14,Search,West,9552.29,684574,9015,863,397876.2
705,2025-09-20,Search,South,36559.39,112173,2219,264,41987.38
706,2025-05-25,Email,South,16688.18,834886,15540,696,223487.58
707,2025-05-23,Search,West,15937.78,247867,17650,1414,690125.68
708,2025-08-30,Social,South,15700.21,524554,5600,267,37783.45
709,2025-10-18,Display,East,15377.29,359828,1902,53,16033.08
710,2025-02-13,Social,East,22022.95,739909,9931,1230,517198.99
711,2026-05-08,Affiliate,East,16072.3,357602,13877,1293,731386.65
712,2025-12-10,Search,East,19118.78,30429,889,38,7309.1
713,2025-04-09,Search,North,27258.55,547272,44539,5567,1489955.61
714,2025-03-01,Search,East,34414.43,369746,9926,182,63841.64
715,2026-02-18,Display,East,23342.42,312982,26600,3309,439930.69
716,2025-09-21,Affiliate,South,2272.02,320895,11540,335,29808.32
717,2025-09-16,Search,West,2636.36,633748,17912,1333,311279.96
718,2025-04-04,Display,South,3190.61,46905,2240,157,57244.45
719,2026-02-11,Email,East,1520.65,518176,24952,1837,228423.58
720,2025-10-11,Social,South,3027.35,573108,12187,577,38525.02
721,2026-04-17,Search,North,42877.27,760488,28430,4322,394746.3
722,2025-02-12,Social,East,29345.27,700615,34892,1295,527924.44
723,2025-09-12,Display,North,34352.68,308327,6597,419,105089.53
724,2025-01-17,Display,North,30625.8,53202,1499,257,88528.64
725,2025-06-23,Email,West,25675.49,450660,12736,1308,473797.65
726,2025-10-18,Display,West,34722.12,626985,24679,3066,1217432.86
727,2025-07-22,Affiliate,North,9220.95,331257,12911,2022,828077.69
728,2026-02-23,Email,East,26659.13,462440,15561,2101,848706.75
729,2025-10-18,Email,West,37713.05,169337,3802,365,73754.0
730,2025-01-18,Search,West,33214.72,279451,2965,458,157715.95
731,2026-04-24,Social,North,24724.41,136123,3480,99,11729.48
732,2025-07-14,Display,East,35365.18,626887,24391,1079,190274.93
733,2025-12-14,Display,North,46732.63,303098,23614,1323,282068.54
734,2026-03-16,Affiliate,East,3525.84,775052,3563,155,66644.14
735,2025-01-17,Search,West,38686.01,433829,23441,2016,161614.01
736,2025-12-28,Social,South,47218.71,162627,10894,1239,442371.89
737,2026-01-09,Affiliate,East,26717.22,617839,46100,2793,1614936.72
738,2026-02-28,Email,East,1749.09,570862,34861,5669,1277452.25
739,2025-08-07,Email,East,10042.36,292682,4428,468,102176.37
740,2025-10-18,Display,West,43647.67,44963,3782,155,59396.5
741,2025-11-07,Search,South,29906.36,859473,47485,1407,307721.99
742,2025-04-28,Social,West,16760.22,610320,31886,5397,1689428.13
743,2025-11-16,Email,East,32271.95,84269,5234,738,390490.48
744,2026-03-06,Social,West,31693.23,303751,15694,2385,384279.03
745,2025-10-01,Display,North,28668.91,630799,8739,593,227726.84
746,2025-04-02,Display,South,16544.04,878519,59424,9662,2578991.97
747,2026-01-10,Social,East,11799.24,380492,24254,1776,897854.65
748,2025-07-21,Social,North,18271.99,867424,27876,1647,382343.06
749,2025-09-04,Social,South,4522.18,414006,19674,2199,393775.77
750,2025-08-24,Email,South,37870.24,433661,10613,389,113078.71
751,2025-01-23,Affiliate,South,6480.12,253050,11707,1391,633663.5
752,2025-01-06,Affiliate,North,47306.24,639205,42289,4089,1204558.06
753,2026-02-26,Email,North,38334.68,205872,10747,1424,120090.85
754,2025-07-17,Affiliate,East,38901.68,893517,68657,7079,3295318.34
755,2025-10-28,Social,South,29512.56,380343,7720,82,37737.7
756,2025-02-09,Search,North,48642.04,230559,6171,835,73986.46
757,2025-01-13,Affiliate,South,15501.2,346656,3865,507,104279.12
758,2026-02-01,Email,East,36537.2,43810,3827,276,23415.54
759,2025-11-18,Search,East,18523.59,449187,22880,3202,445575.5
760,2025-04-08,Email,South,48619.19,307746,2400,171,9498.13
761,2025-04-08,Social,North,8755.09,281602,21504,238,54748.78
762,2025-06-06,Search,North,20881.51,768977,52551,1327,374080.17
763,2026-03-06,Email,South,45246.53,766589,63822,8863,608645.25
764,2026-03-31,Social,East,49337.21,766424,58511,1945,776123.09
765,2025-02-03,Search,East,3707.16,758104,43576,4631,2732792.76
766,2025-10-17,Email,East,39614.32,694764,47471,8077,3680160.23
767,2025-04-05,Social,East,2865.63,188243,11216,838,87966.34
768,2025-09-29,Search,West,17434.49,873097,71157,1952,583045.87
769,2025-10-17,Email,East,31129.11,799899,51423,9065,5412850.15
770,2026-05-06,Display,West,24295.59,611004,53598,8357,3247092.88
771,2025-07-13,Social,North,1307.37,250991,12800,197,106829.64
772,2026-02-02,Search,South,22335.87,312484,8904,1519,239988.23
773,2025-10-16,Affiliate,West,25457.39,51025,666,42,24374.89
774,2025-02-16,Social,South,27196.82,479771,6274,724,363786.19
775,2025-04-24,Email,North,43055.63,856840,26066,3624,1254733.76
776,2025-03-05,Social,North,29148.15,475180,5773,568,307662.36
777,2026-03-25,Display,South,45786.78,898974,43451,6110,658307.39
778,2026-03-20,Email,South,23958.68,166659,5749,183,26504.66
779,2025-10-13,Affiliate,North,10159.53,219301,5247,854,54259.13
780,2025-11-12,Search,North,41375.32,822510,4317,587,289379.72
781,2025-01-12,Email,West,14913.2,770386,60812,10691,2968649.86
782,2025-04-25,Search,North,28005.07,825591,36785,1705,609331.51
783,2025-07-09,Social,South,24946.49,798410,65208,9927,1659075.28
784,2025-07-28,Email,West,5013.06,559565,23550,468,93148.7
785,2025-01-10,Affiliate,North,30223.65,812835,32852,1055,79856.93
786,2025-08-15,Affiliate,West,19825.98,262341,20096,234,26408.47
787,2025-10-01,Email,East,4579.91,802037,56490,7050,2630020.72
788,2026-03-21,Search,North,9625.22,551727,41245,2962,1494075.01
789,2025-11-30,Social,South,28459.42,430542,19702,2723,771447.98
790,2025-06-29,Affiliate,West,36580.6,587830,11980,262,37013.0
791,2025-07-01,Search,West,40640.02,697634,23677,4140,1799657.45
792,2025-10-22,Email,South,18397.32,16719,1075,72,4566.91
793,2026-01-08,Display,West,45859.97,574796,35077,5960,3286393.74
794,2025-01-28,Affiliate,East,35178.41,744325,54738,6791,2046174.19
795,2026-01-09,Social,North,37735.56,833542,58835,3069,1768024.0
796,2026-02-06,Social,North,5048.65,838997,28440,4390,799199.55
797,2025-10-23,Search,North,34418.52,859503,71451,5729,1863610.5
798,2026-04-05,Social,South,22672.29,767120,47416,8176,4142786.43
799,2026-01-18,Display,East,9628.95,440767,19758,1425,91819.69
800,2026-04-16,Affiliate,West,37420.89,239029,12798,1839,355812.24
801,2025-08-19,Email,West,28850.43,208934,15191,783,70663.73
802,2026-02-24,Affiliate,West,6051.56,441155,12439,1108,389458.19
803,2025-05-06,Social,East,1389.71,457319,11843,746,93638.42
804,2025-11-28,Display,South,10755.87,788489,50264,1656,210662.28
805,2026-02-24,Display,West,23215.13,481674,6556,319,126800.4
806,2025-04-18,Email,North,32035.07,724745,25395,1714,538215.24
807,2025-05-25,Affiliate,West,23270.43,258989,12357,719,120512.7
808,2025-09-26,Social,East,16571.68,329049,16502,2336,1279044.28
809,2026-04-10,Social,West,42259.6,392508,8258,1139,439795.42
810,2025-09-28,Email,East,45581.74,233619,9653,1116,519136.42
811,2025-11-22,Email,North,42955.72,564880,14685,560,230415.58
812,2025-04-05,Display,North,18675.73,476882,21410,2816,517779.16
813,2025-06-15,Display,North,17065.93,330518,28485,2361,802822.97
814,2025-06-26,Search,North,7412.66,674770,33754,4593,717854.28
815,2025-02-13,Search,North,25932.02,112892,2152,97,26334.02
816,2025-05-18,Social,South,27874.82,194441,3348,449,181474.48
817,2026-03-14,Search,North,17936.42,218818,17568,2501,858081.27
818,2025-08-05,Display,South,14396.72,146256,9767,1211,702819.73
819,2025-09-06,Social,East,25829.69,184644,10762,639,96897.41
820,2026-02-19,Email,South,37161.3,28180,196,30,3831.88
821,2026-04-30,Search,South,735.68,338210,7968,1329,668268.64
822,2025-10-22,Affiliate,West,16297.78,721506,55334,5633,818540.24
823,2025-09-27,Search,East,28709.32,445108,10076,436,232652.55
824,2025-04-06,Display,East,47338.14,425513,33991,1221,393854.47
825,2025-03-21,Display,East,3008.67,590630,47306,3597,1488990.08
826,2025-05-08,Email,West,10311.01,652554,17434,306,62072.28
827,2025-09-19,Affiliate,East,37410.49,717959,16204,935,517064.58
828,2025-09-28,Display,West,48627.79,86263,6379,1106,73229.76
829,2025-04-04,Display,East,38837.74,819173,13746,2092,140199.28
830,2025-04-26,Display,South,22105.0,544401,29598,1587,124463.45
831,2025-10-31,Affiliate,South,44378.28,78663,3358,150,20018.49
832,2025-12-16,Search,South,23764.05,202365,4278,526,228143.42
833,2025-05-03,Search,South,28189.39,224237,12400,1544,885337.2
834,2025-04-02,Search,East,35147.63,679576,28198,3569,714128.21
835,2026-02-22,Social,East,26647.49,674260,10778,681,117772.63
836,2025-06-09,Display,East,39393.66,341576,13338,1047,596397.76
837,2026-03-04,Email,South,14829.68,41981,498,39,12403.33
